"layer_name","short_name","pathway","container","product_pathway","product_subpathway","total_risk","cell_count"
"IBL_baggage_swine_products_by_products_personal_use_or_consumption","IBL_bag_swi_per_1","IBL","baggage","swine products/by-products","personal use or consumption",614.4130436,10
