"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1051,"RIO ALTO","CA","Palo Alto",37.44188,-122.14302
1052,"MISSION VIJAHO","CA","Mission Viejo",33.60002,-117.672
1053,"BURLINGTON","CA","Burlingame",37.5841,-122.36608
1054,"KENTUKY","LA",NA,NA,NA
1055,"ARVEN","CA","Arvin",35.20913,-118.82843
1056,"RANCH BERNARDO","CA","San Bernardino",34.10834,-117.28977
1057,"HIADLGO","TX","Hidalgo",26.10035,-98.26307
1058,"SPEARFISH","MT",NA,NA,NA
1059,"VICTORIA","CA",NA,NA,NA
1060,"DESERT SPRING","CA","Desert Hot Springs",33.96173,-116.50353
1061,"COLORADO SPRING","CO","Colorado Springs",38.83388,-104.82136
1062,"BATTOM ROUGE","LA","Baton Rouge",30.44332,-91.18747
1063,"LAUNDALE","CA","Lawndale",33.88724,-118.35257
1064,"POWAY","DE",NA,NA,NA
1065,"DENCER","CO","Denver",39.73915,-104.9847
1066,"UNKNOWN","AZ",NA,NA,NA
1067,"SPRINGFIELD","IN",NA,NA,NA
1068,"NEW  BRAWNFILLE","TX",NA,NA,NA
1069,"GREENRIVER","LA",NA,NA,NA
1070,"DATELAND","CA","Delano",35.76884,-119.24705
1071,"TEJUNGA","CA","Tujunga",34.25223,-118.28841
1072,"CINCINNATI","CT",NA,NA,NA
1073,"FORTWORTH","TX","Fort Worth",32.72541,-97.32085
1074,"HOCKLEY","TX","Lockney",34.12452,-101.44155
1075,"DELFLOWER","CA","Bellflower",33.88168,-118.11701
1076,"CANADA","DC",NA,NA,NA
1077,"PENNSYLVANIA","NJ",NA,NA,NA
1078,"WAYCO","GA","Cairo",30.87751,-84.20214
1079,"PASADELA","CA","Pasadena",34.14778,-118.14452
1080,"DATE LAND","AZ",NA,NA,NA
1081,"FORTH WORTH","TX","Fort Worth",32.72541,-97.32085
1082,"PASCULA","MS","Pascagoula",30.36576,-88.55613
1083,"SANLINAS","CA","Salinas",36.67774,-121.6555
1084,"SOCCORO","TX","Socorro",31.65456,-106.30331
1085,"MCCALLEN","TX","Mcallen",26.20341,-98.23001
1086,"WOODBINNE","MD",NA,NA,NA
1087,"UNKNOWN","WI",NA,NA,NA
1088,"HIDAGLO","TX","Hidalgo",26.10035,-98.26307
1089,"UNKNOWN","AK",NA,NA,NA
1090,"ELK CAJON","CA","El Cajon",32.79477,-116.96253
1091,"MURRAY","TX","Munday",33.44926,-99.62286
1092,"ALBUQURQUE","NM","Albuquerque",35.08449,-106.65114
1093,"PUEBELO","CO","Pueblo",38.25445,-104.60914
1094,"WESTMORLAND","LA",NA,NA,NA
1095,"BARLEY","ID","Burley",42.53574,-113.79279
1096,"CORDEW","TX","Clyde",32.40596,-99.49369
1097,"COOKSVILLE","TN","Cookeville",36.16284,-85.50164
1098,"PALOS VERDES","CA","Palos Verdes Estates",33.80105,-118.39245
1099,"ALEX","TX","Aledo",32.69596,-97.60225
1100,"OLMSTEAD","KY",NA,NA,NA
