"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
551,"BLACK CHARLIE","LA",NA,NA,NA
552,"CHAPPARRAL","NM","Chaparral",32.02376,-106.38566
553,"MIRA MAR","CA","Mira Mesa",32.9156,-117.14392
554,"STACKTON","CA","Stockton",37.9577,-121.29078
555,"IDALGO","TX","Hidalgo",26.10035,-98.26307
556,"COCORAW","CA","Corcoran",36.09801,-119.5604
557,"THE LAKES","MI",NA,NA,NA
558,"AL PINE","CA","Alpine",32.83505,-116.76641
559,"ABBELVILLE","LA","Abbeville",29.97465,-92.13429
560,"RANCHO BENARDO","CA",NA,NA,NA
561,"MONTE VALLEY","CA","Pine Valley",32.82144,-116.52918
562,"DESERT SHORT","CA","Desert Shores",33.4042,-116.03972
563,"SANJ DIEGO","CA","San Diego",32.71571,-117.16472
564,"SAN FERNANDO VALLEY","CA","San Fernando",34.28195,-118.43897
565,"TULANE","CA","Tulare",36.20773,-119.34734
566,"POCOYMA","CA","Pomona",34.05529,-117.75228
567,"ALBEQUIRQUE","NM","Albuquerque",35.08449,-106.65114
568,"ANAHEIM","NE",NA,NA,NA
569,"DENVER","NV",NA,NA,NA
570,"SALUNAS","CA","Salinas",36.67774,-121.6555
571,"WATSOEVILLE","CA","Watsonville",36.91023,-121.75689
572,"ARIZUNA","AZ",NA,NA,NA
573,"GATINEAU","NY",NA,NA,NA
574,"ALPINO","CA","Alpine",32.83505,-116.76641
575,"LIVINGSTONE","CA","Livingston",37.38688,-120.72353
576,"PAMONA CITY","CA","Pomona City",34.058494,-117.761091
577,"SANTA PAOLA","CA","Santa Paula",34.35417,-119.05927
578,"ITALY","OR","Vale",43.98211,-117.23823
579,"CANADA","VT",NA,NA,NA
580,"MISSOURI","KS",NA,NA,NA
581,"RESLTO","CA","Rialto",34.1064,-117.37032
582,"MEDESTO","CA","Modesto",37.6391,-120.99688
583,"LITTLE LAKE","NE",NA,NA,NA
584,"CRERINGSTON","NV","Yerington",38.98575,-119.16293
585,"MAIMI","FL","Miami",25.77427,-80.19366
586,"PORT STOKTON","TX","Fort Stockton",30.89404,-102.87932
587,"LAKENLLE","CA","Lakeside",32.85727,-116.92225
588,"HELEN","ID","Filer",42.57019,-114.60782
589,"BEEVILLE","LA","Deville",31.3574,-92.16541
590,"SAN SAULITO","CA",NA,NA,NA
591,"MOEATO","CA","Modesto",37.6391,-120.99688
592,"CARISBAD","CA","Carlsbad",33.15809,-117.35059
593,"LAPUENTE","CA","La Puente",34.02001,-117.94951
594,"VIEAGAS CASIMO ALPINE","CA",NA,NA,NA
595,"CARLBAB","CA","Carlsbad",33.15809,-117.35059
596,"LITTLE ROCK","OH",NA,NA,NA
597,"BOISIE","ID","Boise",43.6135,-116.20345
598,"PENO","NV","Reno",39.52963,-119.8138
599,"RANCHO DEL NARDO","CA",NA,NA,NA
600,"HUNTING PARK","CA","Huntington Park",33.98168,-118.22507
