"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1901,"LAMARK","CO","Lamar",38.08723,-102.62075
1902,"SAN FENNANSCO","CA","San Fernando",34.28195,-118.43897
1903,"RIO GRANGE","TX","La Grange",29.9055,-96.87665
1904,"HIALGO","TX","Hidalgo",26.10035,-98.26307
1905,"MALLEN","TX","Mcallen",26.20341,-98.23001
1906,"FAYETTSVILLE","AR","Fayetteville",36.06258,-94.15743
1907,"SAN FRANANSCO","CA","San Francisco",37.77493,-122.41942
1908,"SNNYRALE","CA","Sunnyvale",37.36883,-122.03635
1909,"HUNTINGTA PARK","CA","Huntington Park",33.98168,-118.22507
1910,"SANTA MORIA","CA","Santa Maria",34.95303,-120.43572
1911,"HIDALQO","TX","Hidalgo",26.10035,-98.26307
1912,"PROGRESSO","TX","Progreso",26.0923,-97.95722
1913,"LA MONT","CA","Lamont",35.25968,-118.91427
1914,"FALLERTON","CA","Fullerton",33.87029,-117.92534
1915,"LOS ANGELES","AR",NA,NA,NA
1916,"SACRMADTO","CA","Sacramento",38.58157,-121.4944
1917,"MISION VEYO","CA","Mission Viejo",33.60002,-117.672
1918,"ONTARIO","WA",NA,NA,NA
1919,"LOSANGOS","CA","Los Banos",37.05828,-120.84992
1920,"CAMPO","AR","Cabot",34.97453,-92.01653
1921,"LINDEY","CA","Linden",38.02131,-121.08383
1922,"ANAHAIN","CA","Anaheim",33.83529,-117.9145
1923,"NEW ORLEANS","TX",NA,NA,NA
1924,"PENSOCOLA","FL","Pensacola",30.42131,-87.21691
1925,"WEST MANHATTAN","NY",NA,NA,NA
1926,"STANFORD","CT","Stafford",41.98482,-72.28897
1927,"DAVIES","FL","Davie",26.06287,-80.2331
1928,"EASLY","SC","Easley",34.82984,-82.60152
1929,"MAGADORE","OH","Mogadore",41.04645,-81.39789
1930,"PAUPAUGE","NY","Hauppauge",40.82565,-73.20261
1931,"CROOKED RIVER RAN","OR","Crooked River Ranch Cdp",44.424179,-121.275717
1932,"ELIGIN","IL","Elgin",42.03725,-88.28119
1933,"HALLENDALE BEACH","FL","Hallandale Beach",25.9812,-80.14838
1934,"LAND O'LAKES","FL","Land O' Lakes",28.2189,-82.45759
1935,"PONY EXPRESS","UT",NA,NA,NA
1936,"FLOWER MORND","TX","Flower Mound",33.01457,-97.09696
1937,"DEL MAUR","CA","Del Mar",32.95949,-117.26531
1938,"SUNSBURY","PA","Sunbury",40.86259,-76.79441
1939,"SCHUAMBURG","IL","Schaumburg",42.03336,-88.08341
1940,"WALLAWALLA","WA","Walla Walla",46.06458,-118.34302
1941,"GILBER","AZ","Gilbert",33.35283,-111.78903
1942,"NITERILL","IL",NA,NA,NA
1943,"DES MAINES","IL","Des Plaines",42.03336,-87.8834
1944,"MALLEN","PA","Malvern",40.03622,-75.51381
1945,"SAN VALLEY","CA","Day Valley",37.03578,-121.86246
1946,"OLYPMIA","WA","Olympia",47.04491,-122.90169
1947,"WESTOB","FL","Weston",26.10037,-80.39977
1948,"SAN MADRIA","CA","San Marino",34.1214,-118.10646
1949,"PETALUAMA","CA","Petaluma",38.23242,-122.63665
1950,"ST. PETERS","MN",NA,NA,NA
