"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
2351,"VERDIC","CA","Perris",33.78252,-117.22865
2352,"RANCO MIGUEL","CA","San Miguel",35.75247,-120.69628
2353,"BRATTLEBROW","VT","Brattleboro",42.85092,-72.55787
2354,"MARTHAVILLE","MO","Marthasville",38.62838,-91.05764
2355,"NONEE","IL","Monee",41.42003,-87.74171
2356,"SANTA ANGEL HEIGHTS","CA",NA,NA,NA
2357,"KING PARK","NY","Kings Park",40.88621,-73.25734
2358,"MCINTOSH","AL","Mcintosh Town",31.264957,-88.028369
2359,"MINTOSH","AL","Minor",33.53733,-86.94055
2360,"PETOSKY","MI","Petoskey",45.37334,-84.95533
2361,"BOONRON","NJ","Boonton",40.9026,-74.4071
2362,"SILVERSTEIN","MD",NA,NA,NA
2363,"MAREITTA","GA","Marietta",33.9526,-84.54993
2364,"KATHY","TX","Katy",29.78579,-95.8244
2365,"FLAGSTON","NJ","Clayton",39.66011,-75.09212
2366,"COUNCIL BLUFF","IA","Council Bluffs",41.26194,-95.86083
2367,"CHULA VISTA","GA",NA,NA,NA
2368,"TREVOR","WI","Oregon",42.92611,-89.38456
2369,"HILLSBOUGH","NJ","Hillsborough",40.4776,-74.62682
2370,"NEWTON UPPER FALLS","MA","Newton Upper Falls",42.31399,-71.2195
2371,"BOYTON","FL","Bartow",27.89641,-81.84314
2372,"HAIEIWA","HI","Hale'iwa",21.59284,-158.10339
2373,"SHADY GROVE","PA",NA,NA,NA
2374,"KEKHAKA","HI","Kekaha",21.96686,-159.71186
2375,"PLEASTANTON","CA","Pleasanton",37.66243,-121.87468
2376,"PARK","MN","Mora",45.8769,-93.29384
2377,"HOUMA","CA","Colma",37.67688,-122.45969
2378,"PARK WEST","PA",NA,NA,NA
2379,"HUFFMAN ESTATES","IL","Hoffman Estates",42.04281,-88.0798
2380,"GLOVER HEIGHTS","MN",NA,NA,NA
2381,"RANDLEY","CA","Reedley",36.59634,-119.4504
2382,"NORTH COUNTY","IA",NA,NA,NA
2383,"NORTH PLYMOUTH","MN",NA,NA,NA
2384,"BRADETON","FL","Bradenton",27.49893,-82.57482
2385,"INDUSTRY","CA","Industry City",34.026232,-117.940327
2386,"PLAYA DEL REY","CA",NA,NA,NA
2387,"HERITAGE","TN","Hermitage",36.19617,-86.6225
2388,"ROSEORT","NY","Gasport",43.19922,-78.57614
2389,"SKANEATLES","NY","Skaneateles",42.94701,-76.4291
2390,"HAZELHURST","MS","Hazlehurst",31.86044,-90.39593
2391,"RAYNHAM","ME","Burnham",44.69284,-69.42755
2392,"FAIRSON","NC","Fairmont",34.49683,-79.1142
2393,"HIAWASSEE","FL",NA,NA,NA
2394,"BUHEMIA","NY","Bohemia",40.76926,-73.11511
2395,"POMTON LAKES","NJ","Pompton Lakes",41.00538,-74.2907
2396,"MOUNT NORA","FL","Mount Dora",28.80249,-81.64452
2397,"SALDI","WI","Salem",42.55474,-88.11092
2398,"PALOI","PA","Paoli",40.04205,-75.47631
2399,"MCMILLAN","MI","Milan",42.08532,-83.68244
2400,"STRAHAM","NH","Durham",43.13397,-70.92645
