"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
151,"ALVARADO","CA",NA,NA,NA
152,"ACIENDA HIGH","CA",NA,NA,NA
153,"LOS VEGAS","NV","Las Vegas",36.17497,-115.13722
154,"GAINSVILLE","NC","Gatesville",36.40349,-76.75301
155,"HERNOSA BEACH","CA","Hermosa Beach",33.86224,-118.39952
156,"PAC.BEACH","CA",NA,NA,NA
157,"WILLMINGTON","CA","Wilmington",33.78002,-118.26257
158,"LAHABRA","CA","La Habra",33.93196,-117.94617
159,"MON YOLAIR","CA","Montclair",34.07751,-117.68978
160,"CLOVER","NM","Clovis",34.4048,-103.20523
161,"CLEAR WATER","FL","Clearwater",27.96585,-82.8001
162,"SANJEAN","CA","Sanger",36.70801,-119.55597
163,"SAN JUAN CAPISTRO","CA","San Juan Capistrano",33.50169,-117.66255
164,"PONTANA","CA","Fontana",34.09223,-117.43505
165,"RAMOME","CA","Ramona",33.04171,-116.86808
166,"ORG.CITY","CA",NA,NA,NA
167,"COVONA","CA","Corona",33.87529,-117.56644
168,"STUMAS","CA","Aromas",36.88856,-121.643
169,"LOS ANEGLOS","CA","Los Angeles",34.05223,-118.24368
170,"GARDNER","TX","Granger",30.71769,-97.44278
171,"CARNES CITY","TX","Karnes City",28.88498,-97.90084
172,"JACKSON HOLE","NY",NA,NA,NA
173,"EL PASSO","TX","El Paso",31.75872,-106.48693
174,"AMORETTA","SC",NA,NA,NA
175,"STEDELIN","NY",NA,NA,NA
176,"SAN CLENENFE","CA","San Clemente",33.42697,-117.61199
177,"SAN JUEN CAPISTRENO","CA","San Juan Capistrano",33.50169,-117.66255
178,"HARRIS","KY","Paris",38.2098,-84.25299
179,"NOGALES","AL",NA,NA,NA
180,"ALOHA OREGAN","CA",NA,NA,NA
181,"SOCORRO","TN",NA,NA,NA
182,"BAKERS FIELD","CA","Bakersfield",35.37329,-119.01871
183,"S.D AIRPORT","CA",NA,NA,NA
184,"BARRET JUNCTION","CA",NA,NA,NA
185,"PHOENIX","AK",NA,NA,NA
186,"MONJE","CA","Ione",38.35269,-120.93272
187,"HOMA","CA","Colma",37.67688,-122.45969
188,"MERCEAL","CA","Merced",37.30216,-120.48297
189,"CATHERDAL CITY","CA","Cathedral City",33.77974,-116.46529
190,"FLORESVILLE","AR","Clarksville",35.47147,-93.46657
191,"LEMORE","CA","Lemoore",36.30078,-119.78291
192,"FLAFURRIAS","TX","Falfurrias",27.22699,-98.14417
193,"GOSHER","IN","Goshen",41.58227,-85.83444
194,"NEW PORT","MS","New Hope",33.46817,-88.3267
195,"BENTON","TX","Belton",31.05601,-97.46445
196,"SANTA TERRESA","NM","Santa Teresa",36.15335,-106.67948
197,"GALOP","NM","Gallup",35.52808,-108.74258
198,"SEELY","CA","Seeley",32.79311,-115.69111
199,"MITCHELL","TX",NA,NA,NA
200,"BAKERFIELD","CA","Bakersfield",35.37329,-119.01871
