"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1451,"BROWN BEACH","CA",NA,NA,NA
1452,"DE LENO","CA","Delano",35.76884,-119.24705
1453,"KNOTTS BERRY FARM","CA",NA,NA,NA
1454,"MEMET","CA","Hemet",33.74761,-116.97307
1455,"EL CENTRO","DE",NA,NA,NA
1456,"PHEIPS","CA","Phelan",34.42611,-117.57228
1457,"ABERDEEN","MN",NA,NA,NA
1458,"LEMIN GROVE","CA","Lemon Grove",32.74255,-117.03142
1459,"LAGUINA","CA","Laguna",38.42102,-121.42384
1460,"OCEANSIDE","AZ",NA,NA,NA
1461,"IPERIAL BEACH","CA","Imperial Beach",32.58394,-117.11308
1462,"MARRIETA","CA","Murrieta",33.55391,-117.21392
1463,"SAN DIEGO","AZ",NA,NA,NA
1464,"COSTA MESA","DE",NA,NA,NA
1465,"RIO ANEHO","NJ",NA,NA,NA
1466,"FALLS CHURCH","CA",NA,NA,NA
1467,"ENCINITA","CA","Encinitas",33.03699,-117.29198
1468,"FILMORE","CA","Fillmore",34.39916,-118.91815
1469,"SUNSITE","AZ","Summit",32.06702,-110.95148
1470,"TARRANCE","CA","Torrance",33.83585,-118.34063
1471,"SUN DOWN","TX","Sundown",33.45621,-102.48936
1472,"LEWISVILLE","KY","Louisville",38.25424,-85.75941
1473,"BELINOT","VT",NA,NA,NA
1474,"MERA MESA","CA","Mira Mesa",32.9156,-117.14392
1475,"KERVILLE","TX","Kerrville",30.04743,-99.14032
1476,"RANCHO PENSQUITOS","CA","Rancho Penasquitos",32.95949,-117.11531
1477,"NEW JERSEY","CA",NA,NA,NA
1478,"NEW HEAVEN","CA",NA,NA,NA
1479,"ROLE","AZ","Eloy",32.7559,-111.55484
1480,"LYNN SIDE","CA",NA,NA,NA
1481,"TULANE","DE",NA,NA,NA
1482,"PROMO","UT","Provo",40.23384,-111.65853
1483,"VIEJA","CA","Vista",33.20004,-117.24254
1484,"MARIETTA","AR","Marianna",34.77371,-90.75761
1485,"TULSA","CA","Azusa",34.13362,-117.90756
1486,"COOLEDGE","AZ","Coolidge",32.97784,-111.51762
1487,"DOUBLE ADOBLE","AZ",NA,NA,NA
1488,"LA GANA HILL","CA",NA,NA,NA
1489,"BIGBEAR","CA",NA,NA,NA
1490,"HUINGTON PARK","CA","Huntington Park",33.98168,-118.22507
1491,"SHAURITA","AZ","Sahuarita",31.95758,-110.95565
1492,"HUNINGTON BEACH","CA","Huntington Beach",33.6603,-117.99923
1493,"CAMPSON","CA","Campo",32.60645,-116.46891
1494,"HAMPTONVILLE","NC",NA,NA,NA
1495,"SUMERTON","AZ","Somerton",32.59644,-114.70968
1496,"BLOOUNYTAN","CA",NA,NA,NA
1497,"JACUMBA","RI",NA,NA,NA
1498,"GREENEY","CO","Greeley",40.42331,-104.70913
1499,"DURHAN","TX","Bryan",30.67436,-96.36996
1500,"MANHEIM","CA","Anaheim",33.83529,-117.9145
