"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
251,"FRSNO","CA","Fresno",36.74773,-119.77237
252,"POLOMA","CA","Colma",37.67688,-122.45969
253,"EL MONTE","TX",NA,NA,NA
254,"TORONTO","AZ",NA,NA,NA
255,"SAN DEGO","CA","San Diego",32.71571,-117.16472
256,"CRAWFORD","TX","Stafford",29.61607,-95.55772
257,"LOSANGELOS","CA","Los Angeles",34.05223,-118.24368
258,"YAKNS","WA","Camas",45.58706,-122.39954
259,"REVERSIDE","CA","Riverside",33.95335,-117.39616
260,"SANTA","CA","Santee",32.83838,-116.97392
261,"LOS ANGELO","CA","Los Angeles",34.05223,-118.24368
262,"DEMMING","NM","Deming",32.2687,-107.75864
263,"MATTAWA","AZ","Marana",32.43674,-111.22538
264,"ROLAND HEIGHTS","CA","Rowland Heights",33.97612,-117.90534
265,"HOLLEYWOOD","CA","Hollywood",34.09834,-118.32674
266,"PALM VIEW","TX","Palmview",26.23341,-98.37085
267,"AMIANCE","NE","Alliance",42.10163,-102.87215
268,"SENTER","KY","Benton",36.85728,-88.35031
269,"ROSECRANS","CA","Roseland",38.42213,-122.72804
270,"PETALOMA","CA","Petaluma",38.23242,-122.63665
271,"LOD TOWN","CA","Ross Town",37.963821,-122.561614
272,"TAMEULA","CA","Temecula",33.49364,-117.14836
273,"IRVINER","CA","Irvine",33.66946,-117.82311
274,"MONTABELLO","CA","Montebello",34.00946,-118.10535
275,"CHEYENE","WY","Cheyenne",41.13998,-104.82025
276,"SAN MARTCO","CA","San Marcos",33.14337,-117.16614
277,"HUNINGTON PARK","CA","Huntington Park",33.98168,-118.22507
278,"UBA CITY","CA","Yuba City",39.14045,-121.61691
279,"ANCORAGE","AK","Anchorage",61.21806,-149.90028
280,"TORONTO","AK",NA,NA,NA
281,"OKACHIE","OK","Okarche",35.72588,-97.97644
282,"OS VEGAS","CA",NA,NA,NA
283,"FASHION VELLAY","CA",NA,NA,NA
284,"LORONADO","CA","Coronado",32.68589,-117.18309
285,"ROUNDROCK","TX","Round Rock",30.50826,-97.6789
286,"PONONA","CA","Pomona",34.05529,-117.75228
287,"FAIRBALES","AK","Fairbanks",64.83778,-147.71639
288,"CARLDAD","CA","Carlsbad",33.15809,-117.35059
289,"PAVAMONT","CA","Paramount",33.88946,-118.15979
290,"JOHNSON CITY","FL",NA,NA,NA
291,"DILEY","TX","Dilley",28.66748,-99.17059
292,"FVESNO","CA","Fresno",36.74773,-119.77237
293,"NEW PORK BEACH","CA","Newport Beach",33.61891,-117.92895
294,"OTAY RANCH","CA","Sea Ranch",38.71519,-123.45445
295,"CARSBAD","CA","Carlsbad",33.15809,-117.35059
296,"PEVVIS","CA","Perris",33.78252,-117.22865
297,"MARYCOPA","CA","Maricopa",35.05886,-119.40095
298,"BERLIN","TX","Marlin",31.30629,-96.89804
299,"EL ANTRO","CA","El Centro",32.792,-115.56305
300,"HORRIZON","NM",NA,NA,NA
