"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
2051,"HILSBANE","OR",NA,NA,NA
2052,"CHAPEL HILL","SC",NA,NA,NA
2053,"HIGHAM","MA","Hingham",42.24177,-70.88977
2054,"POYALLUP","WA","Puyallup",47.18538,-122.2929
2055,"VLADEZ","AK","Valdez",61.13083,-146.34833
2056,"HORRMAN ESTATES","IL","Hoffman Estates",42.04281,-88.0798
2057,"JOHNSON","RI","Johnston",41.82186,-71.50675
2058,"QUINCE","MA","Quincy",42.25288,-71.00227
2059,"GLASSELL","CA",NA,NA,NA
2060,"MADIS","NY","Adams",43.80923,-76.02409
2061,"SALISBURRY","MD","Salisbury",38.36067,-75.59937
2062,"AMELIA ISLAND","FL",NA,NA,NA
2063,"OPALOCKA","FL","Opa-Locka",25.90232,-80.25033
2064,"LONDON","IL","Benton",37.99672,-88.92007
2065,"SAN BRUNU","CA","San Bruno",37.63049,-122.41108
2066,"GODONCILLE","PA",NA,NA,NA
2067,"LAMOND","IL","Diamond",41.28864,-88.25173
2068,"LAUINBURG","NC","Laurinburg",34.77405,-79.46282
2069,"BOLVERDE","TX","Bulverde",29.74383,-98.45307
2070,"GAINESVILE","FL","Gainesville",29.65163,-82.32483
2071,"CAPARRA HEIGHT","PR",NA,NA,NA
2072,"HARRISBURGH","PA","Harrisburg",40.2737,-76.88442
2073,"BALBOA ISLAND","CA",NA,NA,NA
2074,"NOWELL","MA","Lowell",42.63342,-71.31617
2075,"NY","NY","Rye",40.98065,-73.68374
2076,"VERONE","CA","Boron",34.99942,-117.64978
2077,"WESEHAWKEN","NJ","Weehawken",40.76955,-74.02042
2078,"SCHAUMBERG","IL","Schaumburg",42.03336,-88.08341
2079,"GENIRE","NY","Geneseo",42.7959,-77.81695
2080,"MONDWA","WA","Monroe",47.85538,-121.97096
2081,"FRENCH CAMP","MS","French Camp Town",33.292334,-89.39928
2082,"KANSAS","UT","Kanab",37.04749,-112.52631
2083,"AMADALE","NJ","Annandale",40.64093,-74.88128
2084,"STANDFORD","CT","Stafford",41.98482,-72.28897
2085,"HOKUS","NJ","Fords",40.52927,-74.31598
2086,"PENNSAUKER","NJ","Pennsauken",39.95622,-75.05795
2087,"COLUMBIA","MN","Columbus",45.26522,-93.05015
2088,"SPRINGHILL","TN","Spring Hill",35.75118,-86.93
2089,"WEST WILLIS","WI","West Allis",43.01668,-88.00703
2090,"JEFFERSONVILLE","TN","Hendersonville",36.30477,-86.62
2091,"WINDSOR LOCKS","MA",NA,NA,NA
2092,"RATHERFORD","NJ","Rutherford",40.82649,-74.10681
2093,"LANEMILPITAS","CA",NA,NA,NA
2094,"OOLTEWAH","TN","Ooltewah Cdp",35.072335,-85.054466
2095,"HUNTINGTON PARK","GA",NA,NA,NA
2096,"CHICKASAW","OK","Chickasha",35.05257,-97.93643
2097,"LEXONDALE","MA",NA,NA,NA
2098,"SALEN","OR","Salem",44.9429,-123.0351
2099,"LEWIS CREEK","OH","Lewis Center",40.1984,-83.01018
2100,"POC","CA","Cool",38.88722,-121.01472
