"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
351,"FRIENO","CA","Fresno",36.74773,-119.77237
352,"SEHME","CA","Selma",36.57078,-119.61208
353,"PAMONA","CA","Pomona",34.05529,-117.75228
354,"REACTO","CA","Rialto",34.1064,-117.37032
355,"SAINT CLAUDE","MI","Saint Clair",42.82087,-82.48602
356,"LAVERNE","CA","La Verne",34.10084,-117.76784
357,"BRODENTON","FL","Bradenton",27.49893,-82.57482
358,"LEWEISDALE","MS",NA,NA,NA
359,"SANTA ROSE","CA","Santa Rosa",38.44047,-122.71443
360,"HOTEL CIRELE","CA",NA,NA,NA
361,"SAN PREDO","CA","San Pedro",33.73585,-118.29229
362,"PONCA","OK","Duncan",34.5023,-97.95781
363,"GOSKEW","CA","Goshen",36.35106,-119.42012
364,"CARLSBAB","CA","Carlsbad",33.15809,-117.35059
365,"VIEYAS","CA","Keyes",37.5566,-120.91549
366,"NEW BROWNSVILL","NJ",NA,NA,NA
367,"PHOENIX","LA",NA,NA,NA
368,"ROSENBURG","TX","Rosenberg",29.55718,-95.80856
369,"SAN ROSA","CA","San Jose",37.33939,-121.89496
370,"STOOKTON","CA","Stockton",37.9577,-121.29078
371,"FILMOVE","CA","Fillmore",34.39916,-118.91815
372,"HORSEWAY","KY",NA,NA,NA
373,"GRANVILLE","PA","Danville",40.96342,-76.61273
374,"BERGANFIELD","NJ","Bergenfield",40.9276,-73.99736
375,"NORTH CAROLINE","NC",NA,NA,NA
376,"PALO ALTIS","CA","Palo Alto",37.44188,-122.14302
377,"TUCSON","CA","Acton",34.46999,-118.19674
378,"WILCOX","AZ","Willcox",32.25285,-109.83201
379,"ONTARIO","DC",NA,NA,NA
380,"MARYLAND","MN","Lakeland",44.95636,-92.76576
381,"TEXAS HILL","AZ",NA,NA,NA
382,"JACKSONVILLE","MS","Jackson",32.29876,-90.18481
383,"MEDFORD","WA","Redmond",47.67399,-122.12151
384,"WOODRIDGE","VA","Woodbridge",38.65817,-77.2497
385,"HAUNT","CA","Galt",38.25464,-121.29995
386,"BONITO SPRINGS","FL","Bonita Springs",26.33981,-81.7787
387,"LA HAVANA","TX",NA,NA,NA
388,"CONTRA COSTA","CA","Contra Costa Centre",37.92752,-122.05786
389,"RIO RIO","AZ","Rio Rico",31.47148,-110.97648
390,"CUTTER","CA","Cutler",36.52328,-119.28678
391,"TOPIKA","KS","Topeka",39.04833,-95.67804
392,"IMPEREAL VALLEY","CA",NA,NA,NA
393,"GAINSVILLE","TX","Gainesville",33.62594,-97.13335
394,"GRANDVIEW","CA",NA,NA,NA
395,"LAKE WOOD","CA","Lakewood",33.85363,-118.13396
396,"TUSFIR","CA","Tustin",33.74585,-117.82617
397,"KENETT","MO","Kennett",36.23618,-90.05565
398,"TAYLOR SPRINGS","IL","Taylor Springs Village",39.131886,-89.494971
399,"UEATORE","CA","Lemoore",36.30078,-119.78291
400,"BARROW ALASKA","CA",NA,NA,NA
