"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
2001,"HEIGHTS","VA",NA,NA,NA
2002,"SUWAMEE","GA","Suwanee",34.05149,-84.0713
2003,"VIEJO SAN JUAN","PR",NA,NA,NA
2004,"LINTHICUM HEIGHTS","MD",NA,NA,NA
2005,"RUSSELL","IL","Bushnell",40.55282,-90.50624
2006,"CORALS","NM","Corrales",35.23782,-106.60669
2007,"BENTONVILLE","AZ",NA,NA,NA
2008,"ASHELBURO","NC","Asheboro",35.70791,-79.81364
2009,"GRAND RAPID","MI","Grand Rapids",42.96336,-85.66809
2010,"MANCHESTER","AR",NA,NA,NA
2011,"WAYZASA","MN","Wayzata",44.97413,-93.50662
2012,"CUYAHAGA FALLS","OH","Cuyahoga Falls",41.13394,-81.48456
2013,"ARGCINE","TX","Aldine",29.93245,-95.38021
2014,"FINDLEY","OH","Findlay",41.04422,-83.64993
2015,"PLANVIEW","NY","Plainview",40.77649,-73.46735
2016,"SPANISH FORT","UT","Spanish Fork",40.11496,-111.65492
2017,"DARLINGTON","NJ","Barrington",39.86484,-75.05517
2018,"WEST LYNNWOOD","WA","Lynnwood",47.82093,-122.31513
2019,"TAMARC","FL","Tamarac",26.21286,-80.24977
2020,"CHARLES","MD","Carney",39.39427,-76.52358
2021,"ODESA","FL","Odessa",28.1939,-82.59176
2022,"LETHBRIDGE","CA",NA,NA,NA
2023,"LAKESHORE","CA","Lakeport",39.04295,-122.91583
2024,"SAINT HELENA ISLAND","SC",NA,NA,NA
2025,"FORT SMITH","AZ",NA,NA,NA
2026,"HARRINGTON PARK","CA","Huntington Park",33.98168,-118.22507
2027,"CABAT","AZ","Eagar",34.11124,-109.29238
2028,"SEBASTPOL","CA","Sebastopol",38.40214,-122.82388
2029,"LOMPAC","CA","Lompoc",34.63915,-120.45794
2030,"KORLUA","HI","Kailua",21.40241,-157.74054
2031,"ZEALAND","MI","Zeeland",42.81252,-86.01865
2032,"YARMOUTH","MI","Plymouth",42.37143,-83.47021
2033,"EAST MANHATTAN","NY",NA,NA,NA
2034,"ELMSBURST","NY","Elmhurst",40.73649,-73.87791
2035,"SETAUKEL","NY",NA,NA,NA
2036,"POTACY","VT",NA,NA,NA
2037,"AVENTINA","FL","Aventura",25.95648,-80.13921
2038,"WEST PANAMA CITY","FL","West Park City",25.978672,-80.18101
2039,"LARUE","TX","Early",31.7421,-98.94561
2040,"BURG","NJ","Buena",39.51373,-74.92462
2041,"SHERBURY","MA","Sherborn",42.23899,-71.36978
2042,"BUENA PARKS","CA","Buena Park",33.86751,-117.99812
2043,"EAST HARTFORT","CT","East Hartford",41.78232,-72.61203
2044,"NANUCKET","MA","Nantucket",41.28346,-70.09946
2045,"CHICOPPEE","MA","Chicopee",42.1487,-72.60787
2046,"HAUPPAGE","NY","Hauppauge",40.82565,-73.20261
2047,"NORTH CENTRAL","MA",NA,NA,NA
2048,"SUASULITO","CA","Sausalito",37.85909,-122.48525
2049,"MEYOH","CT",NA,NA,NA
2050,"QUESSTILL","TX",NA,NA,NA
