"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
901,"ALPINO","NE","Albion",41.69084,-98.00367
902,"CALIPER","MT",NA,NA,NA
903,"REYNOSA","TX","Reno",33.66316,-95.46245
904,"BROWNFEILD","CA",NA,NA,NA
905,"SAN ANGELO","AK",NA,NA,NA
906,"JACAMA","WA","Kalama",46.00767,-122.84436
907,"PLATEMENT","LA",NA,NA,NA
908,"HERMITES","AR",NA,NA,NA
909,"DALANO","CA","Delano",35.76884,-119.24705
910,"LYONS VALLEY","CA","Leona Valley",34.61832,-118.28813
911,"MARYLAND","DC",NA,NA,NA
912,"DELZURA","CA","Del Mar",32.95949,-117.26531
913,"SANTA SPRING","CA","Santa Fe Springs",33.94724,-118.08535
914,"WASHINTGTON","WA",NA,NA,NA
915,"WHEATER","CA","Chester",40.30627,-121.23191
916,"FORT STOCHTON","TX","Fort Stockton",30.89404,-102.87932
917,"NASHUSLE","TN","Nashville",36.16589,-86.78444
918,"POLANDELA","CA",NA,NA,NA
919,"DEHESA","CA","Ceres",37.59493,-120.95771
920,"POPTRERO","CA",NA,NA,NA
921,"VAISELIA","CA","Visalia",36.33023,-119.29206
922,"MILWAUKEE","MI","Zilwaukee",43.47641,-83.92053
923,"GADSEN","AZ","Laveen",33.36282,-112.16932
924,"YUCA","CA","Anza",33.55503,-116.67363
925,"PALMITO","FL","Palmetto",27.52143,-82.57232
926,"LAKE MEAD","OR",NA,NA,NA
927,"VOSZTA","CA","Vista",33.20004,-117.24254
928,"IDABEL","ID",NA,NA,NA
929,"MIDWAY","CA","Redway",40.12014,-123.82336
930,"BRYANT","TX","Bryan",30.67436,-96.36996
931,"LEVITTE","TX","Hewitt",31.46239,-97.19584
932,"HUNSTVILLE","TX","Huntsville",30.72353,-95.55078
933,"DURAHM","NC","Durham",35.99403,-78.89862
934,"PINE","CA","Ione",38.35269,-120.93272
935,"PORTLE","AZ",NA,NA,NA
936,"SAN JOSE","SD",NA,NA,NA
937,"SEATLE","WA","Seattle",47.60621,-122.33207
938,"TORRENCE","CA","Torrance",33.83585,-118.34063
939,"ARCAIA","FL","Arcadia",27.21588,-81.85842
940,"SEAGRASS","TX","Seagraves",32.94427,-102.56491
941,"NEW ORLENIAS","LA","New Orleans",29.95465,-90.07507
942,"GRAND ISLAND","NC",NA,NA,NA
943,"ODEN","UT","Ogden",41.223,-111.97383
944,"LAKE MORENO","CA","Lake Forest",33.64697,-117.68922
945,"BLOOMINGTON","VT",NA,NA,NA
946,"PREMOUNT","TX","Premont",27.36059,-98.12362
947,"ALLANTA","TX","Atlanta",33.11374,-94.16435
948,"NO NAME","IA",NA,NA,NA
949,"SPEAR","WI","Edgar",44.92719,-89.96346
950,"FLYNN SPRINGS","CA",NA,NA,NA
