"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
101,"HIDAGO","TX","Hidalgo",26.10035,-98.26307
102,"MSSION","TX","Mission",26.21591,-98.32529
103,"SEA FALL","SD",NA,NA,NA
104,"EL MONTE","AR",NA,NA,NA
105,"CORNADO","CA","Coronado",32.68589,-117.18309
106,"FALLBROCK","CA","Fallbrook",33.37642,-117.25115
107,"DAN DEIGO","CA","San Diego",32.71571,-117.16472
108,"MODECO","CA","Modesto",37.6391,-120.99688
109,"SAN TEE","AR",NA,NA,NA
110,"MARINO VALLEY","CA","Moreno Valley",33.93752,-117.23059
111,"TEMPA","FL","Tampa",27.94752,-82.45843
112,"ESPERIA","CA","Hesperia",34.42639,-117.30088
113,"PAINE VALLEY","CA","Pine Valley",32.82144,-116.52918
114,"TAGNA","AZ","Eagar",34.11124,-109.29238
115,"INOYO","CA","Indio",33.7207,-116.21677
116,"NILAN","CA","Niland",33.24004,-115.51888
117,"WALTON","AZ","Wellton",32.67283,-114.14688
118,"PIOPICO","CA","Lompico",37.1055,-122.05274
119,"PHEONIX","AZ","Phoenix",33.44838,-112.07404
120,"OCENSIDE","CA","Oceanside",33.19587,-117.37948
121,"CHLA VISTA","CA","Chula Vista",32.64005,-117.0842
122,"LOS  ANGELES","CA","Los Angeles",34.05223,-118.24368
123,"ANAHIEM","CA","Anaheim",33.83529,-117.9145
124,"PINEVALLEY","CA","Pine Valley",32.82144,-116.52918
125,"SAN YISIDRO","CA",NA,NA,NA
126,"MARTON","TX","Marion",29.57134,-98.14029
127,"PHILIDELPHIA","PA","Philadelphia",39.95238,-75.16362
128,"NATIONAL ACITY","CA","National City",32.67811,-117.0992
129,"EDINGBURG","TX","Edinburg",26.30174,-98.16334
130,"HDALGO","TX","Hidalgo",26.10035,-98.26307
131,"ARLINTON","TX","Arlington",32.73569,-97.10807
132,"LOSANGELES","CA","Los Angeles",34.05223,-118.24368
133,"ROCKS SPRINGS","WY","Rock Springs",41.58746,-109.2029
134,"MONTE","CA","Ione",38.35269,-120.93272
135,"HIDALGOL","TX","Hidalgo",26.10035,-98.26307
136,"RANCHO PENESQUITOS","CA","Rancho Penasquitos",32.95949,-117.11531
137,"FRISNO","CA","Fresno",36.74773,-119.77237
138,"SNA YSIDRO","CA",NA,NA,NA
139,"VICALIA","CA","Visalia",36.33023,-119.29206
140,"TULSA","TX","Tulia",34.53589,-101.75852
141,"BONE VILLE","CA",NA,NA,NA
142,"TUMCACORI","AZ",NA,NA,NA
143,"FALL BROOK","CA","Fallbrook",33.37642,-117.25115
144,"COVINNA","CA","Covina",34.09001,-117.89034
145,"OCEAN SIDE","AZ",NA,NA,NA
146,"TAMPA BAY","FL","Tampa City",27.970086,-82.479673
147,"PORT LA VACA","TX","Port Lavaca",28.615,-96.62609
148,"REDDI","PA","Media",39.91678,-75.38769
149,"ROCHESTER","NJ","Chester",40.78427,-74.69683
150,"GREENLY","CO","Greeley",40.42331,-104.70913
