"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
401,"BULL HEAD CITY","AZ","Bullhead City",35.14778,-114.5683
402,"ALHERBRY","CA","Alhambra",34.09529,-118.12701
403,"RIORICO","AZ","Rio Rico",31.47148,-110.97648
404,"MEADOWHILLS","AZ",NA,NA,NA
405,"LA PUENTA","CA","La Puente",34.02001,-117.94951
406,"LINSEY","CA","Linden",38.02131,-121.08383
407,"JALISCO","CA","Wasco",35.59412,-119.34095
408,"EVERSTON","WY","Evanston",41.26828,-110.96324
409,"PICORIVIA","CA",NA,NA,NA
410,"PRTESTON","AZ",NA,NA,NA
411,"GARBER","IA","Garner",43.10246,-93.60188
412,"BEN FLOWER","CA","Bellflower",33.88168,-118.11701
413,"RANCHO PENASGUITOS","CA","Rancho Penasquitos",32.95949,-117.11531
414,"CALSBAD","CA","Carlsbad",33.15809,-117.35059
415,"VEGAS","NM","Pecos",35.5742,-105.67502
416,"FORTANG","CA","Fontana",34.09223,-117.43505
417,"LAUCHLIN","NV","Laughlin",35.16778,-114.57302
418,"WILLMANTON","CA","Wilmington",33.78002,-118.26257
419,"PACOIMA","WA","Tacoma",47.25288,-122.44429
420,"SAN JAN CAPISHADO","CA","San Juan Capistrano",33.50169,-117.66255
421,"DESERT PALM SPRINGS","CA","Desert Hot Springs",33.96173,-116.50353
422,"EAST LAKE","CA","Shasta Lake",40.68043,-122.37084
423,"CASA DE ORO","CA",NA,NA,NA
424,"SAN FRANSCISCO","CA","San Francisco",37.77493,-122.41942
425,"GOLDEN NUSSAUS","CA",NA,NA,NA
426,"WENCHESTER","WV",NA,NA,NA
427,"MISSION VIEGO","CA","Mission Viejo",33.60002,-117.672
428,"CANSECO","LA",NA,NA,NA
429,"MOUNT","MS",NA,NA,NA
430,"PALOMAR","CA","Sylmar",34.30778,-118.44925
431,"WELTON","DE","Felton",39.00845,-75.57798
432,"TUXTON","AZ","Tucson",32.22174,-110.92648
433,"HACIENDATTI","CA",NA,NA,NA
434,"LA MEZA","CA","La Mesa",32.76783,-117.02308
435,"WHIHIER","CA","Whittier",33.97918,-118.03284
436,"CAS GRANDE","AZ","Casa Grande",32.8795,-111.75735
437,"LOCK HOIN","CA",NA,NA,NA
438,"VALEGARDEN","CA",NA,NA,NA
439,"SALEUR","OR","Salem",44.9429,-123.0351
440,"CITY VILLAGE","GA",NA,NA,NA
441,"ARLIZTO","VA","Arlington",38.88101,-77.10428
442,"SYLMER","CA","Sylmar",34.30778,-118.44925
443,"FALFURIAS","TX","Falfurrias",27.22699,-98.14417
444,"PRESIDIO","CA",NA,NA,NA
445,"SAN TEE","CA","Santee",32.83838,-116.97392
446,"ENCINTES","AR",NA,NA,NA
447,"VISELIA","CA","Visalia",36.33023,-119.29206
448,"EL SELJUNER","CA",NA,NA,NA
449,"HOLISTER","CA","Hollister",36.85245,-121.4016
450,"PAYAL","WA","Camas",45.58706,-122.39954
