"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1,"SAN BERNADINO","CA","San Bernardino",34.10834,-117.28977
2,"SAN DEIGO","CA","San Diego",32.71571,-117.16472
3,"NASHVILL","TN","Nashville",36.16589,-86.78444
4,"HIDAQLGO","TX","Hidalgo",26.10035,-98.26307
5,"GREENVILLE","AZ",NA,NA,NA
6,"TREVERSE","MI",NA,NA,NA
7,"SANDEIGO","CA","San Diego",32.71571,-117.16472
8,"MILLIE","SC","Dillon",34.41655,-79.37116
9,"BARERS FIED","CA",NA,NA,NA
10,"DAN YSIDRO","CA",NA,NA,NA
11,"LOS ANGELOS","CA","Los Angeles",34.05223,-118.24368
12,"NATIOAL CITY","CA","National City",32.67811,-117.0992
13,"NATINAL CITY","CA","National City",32.67811,-117.0992
14,"LOS ANGELOS","AR",NA,NA,NA
15,"CARLSBED","CA","Carlsbad",33.15809,-117.35059
16,"SAN DEIGO","AR",NA,NA,NA
17,"BALWIR PARK","CA","Baldwin Park",34.08529,-117.9609
18,"EL PASO","TN",NA,NA,NA
19,"NOGALES","AK",NA,NA,NA
20,"EDINBRUG","TX","Edinburg",26.30174,-98.16334
21,"PEARSAL","TX","Pearsall",28.89219,-99.09503
22,"IMPERAL BEACH","CA","Imperial Beach",32.58394,-117.11308
23,"OCEAN SIDE","CA","Oceanside",33.19587,-117.37948
24,"CAMPTON","CA","Compton",33.89585,-118.22007
25,"TOMECULA","CA","Temecula",33.49364,-117.14836
26,"MCALEN","TX","Mcallen",26.20341,-98.23001
27,"GAINERVILLE","FL","Gainesville",29.65163,-82.32483
28,"MEZA","AZ","Mesa",33.42227,-111.82264
29,"PERRY","AZ","Kearny",33.05701,-110.91067
30,"CHULA VSITA","CA","Chula Vista",32.64005,-117.0842
31,"LOA ANGELOS","CA","Los Angeles",34.05223,-118.24368
32,"PHANEIX","AZ","Phoenix",33.44838,-112.07404
33,"SACRAMATO","CA","Sacramento",38.58157,-121.4944
34,"SAN SEIGO","CA","San Diego",32.71571,-117.16472
35,"TREDMORE","GA",NA,NA,NA
36,"VIDEE","TX","Vidor",30.1316,-94.01545
37,"OZUNA","TX","Ozona",30.71017,-101.20067
38,"BELTFLOWER PORK","CA",NA,NA,NA
39,"NORWOLK","CA","Norwalk",33.90224,-118.08173
40,"ELKERT","IN","Elkhart",41.68199,-85.97667
41,"GREEN VALLEY","AK",NA,NA,NA
42,"NIALAND","CA","Niland",33.24004,-115.51888
43,"WELTON","AZ","Wellton",32.67283,-114.14688
44,"PHARRR","TX","Pharr",26.1948,-98.18362
45,"PAWAY","CA","Poway",32.96282,-117.03586
46,"SY","CA","Clay",38.33602,-121.15939
47,"CV","CA","Cool",38.88722,-121.01472
48,"STA MARIA","CA","Santa Maria",34.95303,-120.43572
49,"SD","CA","Lodi",38.1302,-121.27245
50,"N,TIONAL CITY","CA","National City",32.67811,-117.0992
