"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
2251,"LONG BEACH","LA",NA,NA,NA
2252,"BEACH","CA","Bell",33.97751,-118.18702
2253,"WHARTON","NC","Canton",35.53288,-82.83736
2254,"EUFALA","AL","Eufaula",31.89127,-85.14549
2255,"OCHELATA","OK","Ochelata Town",36.602685,-95.975056
2256,"KERSERS","IT",NA,NA,NA
2257,"SAN JOSE","IT",NA,NA,NA
2258,"YERBA LINDA","CA","Yorba Linda",33.88863,-117.81311
2259,"UTTICA","NY","Attica",42.86423,-78.28029
2260,"MARIE ISLAND","CA",NA,NA,NA
2261,"VERNON","IL","Benton",37.99672,-88.92007
2262,"NAVATO","CA","Novato",38.10742,-122.5697
2263,"MIRANDA","WA","Midland",47.16704,-122.40484
2264,"HIGHSTOWN","NJ","Hightstown",40.26955,-74.52321
2265,"MAKAWAO","MI","Mattawan",42.20948,-85.78445
2266,"MAYAGUEZ","PR","Mayagueez",18.20107,-67.13962
2267,"SAMDUSKY","OH","Sandusky",41.44894,-82.70796
2268,"CEDAR GROVE","LA",NA,NA,NA
2269,"MYRUM","UT","Hyrum",41.6341,-111.85217
2270,"PALISADES","NJ","Palisades Park",40.84816,-73.99764
2271,"CERRILOS","CA","Cerritos",33.85835,-118.06479
2272,"TULEPO","MS","Tupelo",34.25807,-88.70464
2273,"NORTH OREM","UT","North Ogden",41.30716,-111.96022
2274,"CHATHAM","LA","Chatham Town",32.309171,-92.451437
2275,"JACKSON MCKELLAR","TN",NA,NA,NA
2276,"SALINAS","KS","Salina",38.84028,-97.61142
2277,"FUQUAY VARINA","NC","Fuquay-Varina",35.58432,-78.80001
2278,"PLACERVILLE","PA",NA,NA,NA
2279,"COPPEL","TX","Coppell",32.95457,-97.01501
2280,"LASDALE","PA","Lansdale",40.2415,-75.28379
2281,"SANDY HOOK","CT","Sandy Hook Cdp",41.409,-73.24263
2282,"ST. FRANCISVILLE","LA","St. Francisville Town",30.784234,-91.376417
2283,"SWANEE","GA","Suwanee",34.05149,-84.0713
2284,"WARRENVILLE","OH","Barnesville",39.98813,-81.1765
2285,"WOODSBOURGH","NY",NA,NA,NA
2286,"WINDSOR","NJ","Windsor Cdp",40.247399,-74.581329
2287,"SBRANE","WA","Spokane",47.65966,-117.42908
2288,"COCNCORD","MA","Concord",42.46037,-71.34895
2289,"ETOBICOKE","OR",NA,NA,NA
2290,"WITICHITA","KS","Wichita",37.69224,-97.33754
2291,"NORTHRIDFE","CA","Northridge",34.22834,-118.53675
2292,"BEACH","FL","Balm",27.75947,-82.2612
2293,"WORCESTER","ME",NA,NA,NA
2294,"OREGON","AZ",NA,NA,NA
2295,"LAKEWORTH","FL",NA,NA,NA
2296,"ST. ROSE","LA","St. Rose Cdp",29.963475,-90.307893
2297,"WESTERLY","CT",NA,NA,NA
2298,"CORAL SPRING","FL","Coral Springs",26.27119,-80.2706
2299,"BAYSHORE","NY","Bay Shore",40.7251,-73.24539
2300,"KOHLER","NJ","Butler",41.00371,-74.34154
