"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
701,"LUBBUCK","TX","Lubbock",33.57786,-101.85517
702,"TERRABELLA","CA","Terra Bella",35.96245,-119.04427
703,"LOS PANILLES","CA",NA,NA,NA
704,"LERUBA","CA","Dinuba",36.54328,-119.38707
705,"CASAS GRANDE","NM",NA,NA,NA
706,"FESTER CITY","CA","Foster City",37.55855,-122.27108
707,"HERMOL","CA","Hemet",33.74761,-116.97307
708,"PARAMINT","CA","Paramount",33.88946,-118.15979
709,"SPRING","CA","Corning",39.92766,-122.17916
710,"BIG  BEAR","CA",NA,NA,NA
711,"REAL LANDS","CA","Redlands",34.05557,-117.18254
712,"NOEL","MT","Lolo",46.75881,-114.08094
713,"GARFIELD","CA","Fairfield",38.24936,-122.03997
714,"PALM DALE","CA","Palmdale",34.57943,-118.11646
715,"LAKE TAHOE","CA",NA,NA,NA
716,"PORT O'CONNER","TX","Port O'connor",28.44834,-96.40581
717,"FOLY","AL","Foley",30.40659,-87.6836
718,"CLAIREMONT MESA","CA","Claremont",34.09668,-117.71978
719,"SANTA CURZ","CA","Santa Cruz",36.97412,-122.0308
720,"HERNANDO","MI",NA,NA,NA
721,"COLTTON","CA","Colton",34.0739,-117.31365
722,"CHULA VISTA","AZ",NA,NA,NA
723,"PECIFIC BEACH","CA",NA,NA,NA
724,"TULONE","CA","Tulare",36.20773,-119.34734
725,"FULLBROOK","CA","Fallbrook",33.37642,-117.25115
726,"PICO RIVER","CA","Pico Rivera",33.98307,-118.09673
727,"COSTA MESA","LA",NA,NA,NA
728,"TIAJUANA","CA",NA,NA,NA
729,"NORTH","NC","Coats",35.40794,-78.67196
730,"MARSHTOWN","NJ","Marlton",39.89122,-74.92183
731,"ST. LOUIS","MT",NA,NA,NA
732,"LOPI","CA","Lodi",38.1302,-121.27245
733,"PORLAND","OR","Portland",45.52345,-122.67621
734,"MILWAUKEE","MN",NA,NA,NA
735,"PACUIMA","CA","Pacifica",37.61383,-122.48692
736,"HONEY SPRINGS","CA",NA,NA,NA
737,"CHAVEZ","TX","Crane",31.39736,-102.35014
738,"HAWAII","HI","Lawai",21.92159,-159.50376
739,"MEXICALI","CA",NA,NA,NA
740,"CALGURY","CA",NA,NA,NA
741,"CUAYAMACA","CA",NA,NA,NA
742,"LANCASHER","CA","Lancaster",34.69804,-118.13674
743,"COVING","CA","Covina",34.09001,-117.89034
744,"LEMON GROVER","CA","Lemon Grove",32.74255,-117.03142
745,"CHICAGO","CA","Chico",39.72849,-121.83748
746,"BILLINGS","CA","Bolinas",37.90937,-122.68637
747,"WHITHER","CA","Whittier",33.97918,-118.03284
748,"BLYTE","CA","Blythe",33.6103,-114.59635
749,"DOMONA","CA","Pomona",34.05529,-117.75228
750,"RANCHO VISTOSO","AZ",NA,NA,NA
