"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
2101,"NORTH OIMSTED","OH","North Olmsted",41.4156,-81.92347
2102,"NEGAUNCE","MI","Negaunee",46.4991,-87.6118
2103,"OLATHE","AZ","Oracle",32.61091,-110.77093
2104,"SALMAS","AZ","Bylas",33.13428,-110.12004
2105,"LOVING","TX","Boling",29.26441,-95.94384
2106,"PRAIRIE CENTRAL","AR",NA,NA,NA
2107,"COLLEGE PARK","CA",NA,NA,NA
2108,"LONG BEACH","NJ","Long Branch",40.30428,-73.99236
2109,"LINCOLN","NV",NA,NA,NA
2110,"BONITA SPRINGS","IL",NA,NA,NA
2111,"RIDGEVILLE CORNERS","OH","Ridgeville Corners Cdp",41.438753,-84.255364
2112,"BOCA DE RATON","FL","Boca Raton",26.35869,-80.0831
2113,"SLYVANIA","OH","Sylvania",41.71894,-83.71299
2114,"MIRAMOR","FL","Miramar",25.98731,-80.23227
2115,"BELIVDERE","NJ","Belvidere",40.82982,-75.07767
2116,"DUNDEE","NJ","Linden",40.62205,-74.24459
2117,"DEERPARK","TX","Deer Park",29.70523,-95.12382
2118,"WALLINGTON","FL","Wellington",26.65868,-80.24144
2119,"HANROCK","WI",NA,NA,NA
2120,"ESSINGTON","PA","Eddington",40.08456,-74.94489
2121,"ORLNADO","FL","Orlando",28.53834,-81.37924
2122,"BARENDRENT","NV",NA,NA,NA
2123,"MAUNEE","OH","Maumee",41.56283,-83.65382
2124,"MUKWONGEE","WI","Mukwonago",42.86668,-88.33343
2125,"HANCOCK","NJ",NA,NA,NA
2126,"FELDA","FL","Alva",26.71562,-81.61008
2127,"WEST CANTON","PA","West Easton",40.67871,-75.23684
2128,"LEWISVILLE","CO","Louisville",39.97776,-105.13193
2129,"OALESTON","VA","Bealeton",38.57179,-77.76388
2130,"RENNSELAR","NY","Rensselaer",42.64258,-73.7429
2131,"CAMINO DEL MONTE","PR",NA,NA,NA
2132,"WILLIAMSON PLACE","TX",NA,NA,NA
2133,"IRVINE","TX","Irving",32.81402,-96.94889
2134,"BLOOMFIELD","CO","Broomfield",39.92054,-105.08665
2135,"CARNELL","IN","Carmel",39.97837,-86.11804
2136,"BALLSTON PARK","NY","Ballston Lake",42.91174,-73.86818
2137,"BELEVIDERE","NJ","Belvidere",40.82982,-75.07767
2138,"LEASWOOD","KS","Leawood",38.96667,-94.6169
2139,"APOKPKA","FL","Apopka",28.67617,-81.51186
2140,"PRAIRIE","MN","Long Prairie",45.97469,-94.86558
2141,"MENOHEE FALLS","WI","Menomonee Falls",43.1789,-88.11731
2142,"EASLEY","NC","Hamlet",34.88488,-79.69422
2143,"CLIFFICK PARK","NJ","Cliffside Park",40.82149,-73.98764
2144,"EAST WEYMOUTH","MA","East Falmouth",41.57844,-70.55864
2145,"HOFFMAN","IL",NA,NA,NA
2146,"NEWPORT COAST","CA",NA,NA,NA
2147,"TOLLAND","CA","Ashland",37.69465,-122.11385
2148,"OAKVILLE","CA","Danville",37.82159,-121.99996
2149,"PATALAL","IL",NA,NA,NA
2150,"BROCTON","ME","Acton",43.53425,-70.90978
