"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1401,"RICHMOUNT","CA","Richmond",37.93576,-122.34775
1402,"CHARLOTTE","SC","Charleston",32.77632,-79.93275
1403,"EDINBURH","TX","Edinburg",26.30174,-98.16334
1404,"AIPINE","CA","Alpine",32.83505,-116.76641
1405,"SIERRA MANTE","CA","Sierra Madre",34.16167,-118.05285
1406,"PATRERO","CA","Pacheco",37.98353,-122.07524
1407,"EHCINO","CA","Encino",34.15917,-118.50119
1408,"ENAINTES","CA","Encinitas",33.03699,-117.29198
1409,"VIEJAR","CA","Vista",33.20004,-117.24254
1410,"CAMPTAN","CA","Compton",33.89585,-118.22007
1411,"STRANSFORA","CA","Stanford",37.42411,-122.16608
1412,"DUGLAS","AZ","Douglas",31.34455,-109.54534
1413,"OTAY LAKES","CA",NA,NA,NA
1414,"CHICKOSHA","OK","Chickasha",35.05257,-97.93643
1415,"GEROJE","UT","Genola",39.99634,-111.84327
1416,"EL POTRERO","CA",NA,NA,NA
1417,"SOREDEA","CA","Morada",38.03853,-121.24578
1418,"POINTLOMA","CA",NA,NA,NA
1419,"PORT PASCO","TX",NA,NA,NA
1420,"RIVERSIDE","DE","Riverview",39.0265,-75.51076
1421,"FABENS","NM",NA,NA,NA
1422,"SONIOTA","AZ",NA,NA,NA
1423,"SAN LOMEL","AZ",NA,NA,NA
1424,"PASCAL","WA","Pasco",46.23958,-119.10057
1425,"HEIMET","CA","Hemet",33.74761,-116.97307
1426,"EDINGBERG","TX","Edinburg",26.30174,-98.16334
1427,"SAN JAUN","TX","San Juan",26.18924,-98.15529
1428,"SUNNYDALE","WA","Sunnyside",46.32374,-120.00865
1429,"OREGAN","UT","Logan",41.73549,-111.83439
1430,"CHERICO","CA","Chico",39.72849,-121.83748
1431,"DOIUGLAS","AZ","Douglas",31.34455,-109.54534
1432,"BROEWNSVILLE","TX","Brownsville",25.90175,-97.49748
1433,"BLACKEVILLE","TX","Clarksville",33.61066,-95.05272
1434,"LA HOJA","CA","La Habra",33.93196,-117.94617
1435,"ESCODIDO","CA","Escondido",33.11921,-117.08642
1436,"HEBRONSVILLE","TX","Hebbronville",27.30688,-98.68032
1437,"MCKINLEY","TX","Mckinney",33.19762,-96.61527
1438,"EVENAL","CA","Avenal",36.00412,-120.12903
1439,"LEMON GROVE","AR",NA,NA,NA
1440,"EDOUGLAS","AZ","Douglas",31.34455,-109.54534
1441,"PALM CLOSERT","CA","Palm Desert",33.72255,-116.37697
1442,"AGUA BONITA","AZ",NA,NA,NA
1443,"BEATONVILLE","CA","Boonville",39.00907,-123.36612
1444,"CORLTON","CA","Colton",34.0739,-117.31365
1445,"BARN WELL","CA",NA,NA,NA
1446,"SAN DIEGO","IT",NA,NA,NA
1447,"SAN ANTONIO","MN",NA,NA,NA
1448,"EL MCAJON","CA","El Cajon",32.79477,-116.96253
1449,"SIXFLAG","CA",NA,NA,NA
1450,"MADORA","CA","Madera",36.96134,-120.06072
