"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1301,"FONTIAR","CA","Bonita",32.65783,-117.03003
1302,"FONTARA","CA","Fontana",34.09223,-117.43505
1303,"PLAIN VIEW","TX","Plainview",34.18479,-101.70684
1304,"FONTAINE","CA","Fontana",34.09223,-117.43505
1305,"BERCLAY","CA","Berkeley",37.87159,-122.27275
1306,"COLORADO","CA","Coronado",32.68589,-117.18309
1307,"POTTERVILLE","CA","Porterville",36.06523,-119.01677
1308,"BERLMONT","CA","Belmont",37.52021,-122.2758
1309,"STAINFIELD","AZ",NA,NA,NA
1310,"POLOMAR","CA","Colma",37.67688,-122.45969
1311,"BENSEN","AZ","Benson",31.96786,-110.29452
1312,"ALEXANDRIA","MS",NA,NA,NA
1313,"PORT IVIBRA","LA",NA,NA,NA
1314,"UNKNOWN","ME","Union",44.21147,-69.27421
1315,"PORRT ISABEL","TX","Port Isabel",26.07341,-97.20858
1316,"HISPENA","CA","Hesperia",34.42639,-117.30088
1317,"SILMAR","CA","Sylmar",34.30778,-118.44925
1318,"SELMAR","CA","Selma",36.57078,-119.61208
1319,"TECATE","AR","Decatur",36.33591,-94.46077
1320,"SAN LINAS","AZ","San Luis",32.487,-114.78218
1321,"KINGSTON","TX","Kingsland",30.65824,-98.44058
1322,"SAN FRANCISCO","AR",NA,NA,NA
1323,"CORONANDO","CA","Coronado",32.68589,-117.18309
1324,"LASESIDE","CA","Lakeside",32.85727,-116.92225
1325,"LONGA","CA","Linda",39.12767,-121.5508
1326,"LAMIRADSA","CA","La Mirada",33.91724,-118.01201
1327,"LA JOIIA","CA","La Jolla",32.84727,-117.2742
1328,"EL MONTO","CA","El Monte",34.06862,-118.02757
1329,"FRENSO","CA","Fresno",36.74773,-119.77237
1330,"AJO","LA","Ama",29.95215,-90.29647
1331,"DAWN VALLEY","AZ","Deer Valley",33.68393,-112.13488
1332,"AQUABONITA","AZ",NA,NA,NA
1333,"HARLINGTON","TX","Arlington",32.73569,-97.10807
1334,"DELANO","DE","Delmar",38.45651,-75.57715
1335,"PLASTER","CA","Shafter",35.50051,-119.27178
1336,"PORT ARANSUS","TX","Port Aransas",27.83392,-97.0611
1337,"DAYTON","AZ","Payson",34.23087,-111.32514
1338,"LIBERAL","TX","Liberty",30.05799,-94.79548
1339,"LOS MESA","CA","La Mesa",32.76783,-117.02308
1340,"POLOS VERDES","CA",NA,NA,NA
1341,"MIAMI","CA","Alamo",37.8502,-122.03218
1342,"ACLAEY","IA","Ackley",42.55415,-93.05326
1343,"BARCLAY","CA","Brawley",32.97866,-115.53027
1344,"BLYTE","AZ","Bylas",33.13428,-110.12004
1345,"AGUA BENITA","AZ",NA,NA,NA
1346,"ELGINE","AZ","Pine",34.38447,-111.45514
1347,"MORNA VALLEY","CA","Moreno Valley",33.93752,-117.23059
1348,"WINACHI","WA",NA,NA,NA
1349,"HESPIRIA","CA","Hesperia",34.42639,-117.30088
1350,"SANTA MARICA","CA","Santa Maria",34.95303,-120.43572
