"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1951,"BOASTON","MA","Boston",42.35843,-71.05977
1952,"RIDGETON","FL",NA,NA,NA
1953,"ABBOTT PARK","IL",NA,NA,NA
1954,"DUQESNE","PA","Duquesne",40.38146,-79.85977
1955,"ANGELES CAMP","CA","Angels Camp",38.06826,-120.53965
1956,"AUGUSTINE BEACH","FL",NA,NA,NA
1957,"WITICHTA","KS","Wichita",37.69224,-97.33754
1958,"MAMAROLE","NY","Mamaroneck",40.94871,-73.73263
1959,"MAYATOWN","NY",NA,NA,NA
1960,"SAGATOWN","NY",NA,NA,NA
1961,"NEW  BRUNSWICK","NJ","New Brunswick",40.48622,-74.45182
1962,"STARRS","CO",NA,NA,NA
1963,"FULON","OH","Huron",41.39505,-82.55517
1964,"TAPPAN","NJ","Old Tappan",41.01065,-73.99125
1965,"LOUGHORNE","PA","Langhorne",40.17455,-74.92267
1966,"MICHIGAN","DE",NA,NA,NA
1967,"RATMALANA","NY",NA,NA,NA
1968,"MADSON","WI","Madison",43.07305,-89.40123
1969,"SALMES","CA","Calimesa",34.0039,-117.06198
1970,"ST. KITTS","KS",NA,NA,NA
1971,"SOUTH HACKENSACK","NJ","South Hackensack",40.8626,-74.04792
1972,"MINOMONEE FALLS","WI","Menomonee Falls",43.1789,-88.11731
1973,"OCOEE","TN","Ocoee Cdp",35.123508,-84.716729
1974,"SUSAN","VA","Luray",38.6654,-78.45945
1975,"LAKEFOREST","IL","Lake Forest",42.25863,-87.84063
1976,"BRIDGETOWN","PA","Bridgeport",40.10511,-75.34518
1977,"DOWNRY","CA","Downey",33.94001,-118.13257
1978,"FLOSS MOOR","IL","Flossmoor",41.54281,-87.68477
1979,"ACRES","FL","Archer",29.52997,-82.519
1980,"ST. HELENA","CA","St. Helena City",38.512806,-122.468076
1981,"LOMA","CA","Colma",37.67688,-122.45969
1982,"WINTER SPRING","FL","Winter Springs",28.69889,-81.30812
1983,"TRENTON","SC","Belton",34.52289,-82.49429
1984,"WILINGTON","DE","Wilmington",39.74595,-75.54659
1985,"ANDORA","ME",NA,NA,NA
1986,"MALMOE","GA","Alamo",32.14712,-82.77792
1987,"BAYWAY","NJ","Rahway",40.60816,-74.27765
1988,"WOLFORD HEIGHTS","CA","Wofford Heights",35.7069,-118.4562
1989,"CHARLTON","OK",NA,NA,NA
1990,"VENT","NJ","Buena",39.51373,-74.92462
1991,"EDGEHURST","NJ","Lakehurst",40.01456,-74.31126
1992,"THREE RIVER","MI","Three Rivers",41.94394,-85.63249
1993,"ODENSTON","MD","Odenton",39.084,-76.70025
1994,"BRANDENTON","FL","Bradenton",27.49893,-82.57482
1995,"STRATHAN","NH",NA,NA,NA
1996,"SOUTH LAKE","TX","Sour Lake",30.14021,-94.41102
1997,"FYU","UT","Loa",38.40276,-111.64296
1998,"MONALAPON","FL",NA,NA,NA
1999,"GROVER","NC","Conover",35.70652,-81.21869
2000,"PLEASANTRY PARIRIE","CA",NA,NA,NA
