"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
451,"SYCUNA CASNO","CA",NA,NA,NA
452,"SUNAZONA","AZ",NA,NA,NA
453,"RANCO BERNARDO","CA","San Bernardino",34.10834,-117.28977
454,"SYCUAN CASINO","CA",NA,NA,NA
455,"NORMANGEE","TX","Normangee Town",31.030224,-96.115745
456,"APLINE","CA","Alpine",32.83505,-116.76641
457,"OLEDA","KS","Alma",39.01667,-96.28916
458,"MORGAN","MI","Adrian",41.89755,-84.03717
459,"PHARER","TX","Pharr",26.1948,-98.18362
460,"DEL HART","TX","Dalhart",36.05948,-102.51325
461,"LEON GROVE","CA","Lemon Grove",32.74255,-117.03142
462,"MORENA","AZ","Marana",32.43674,-111.22538
463,"LINDBERG","GA","Winder",33.99261,-83.72017
464,"MELIBU","CA","Malibu",34.02577,-118.7804
465,"SAN TUAN","AR",NA,NA,NA
466,"ALISPERIA","CA","Hesperia",34.42639,-117.30088
467,"SUNSITES","AZ","Sunsites Cdp",31.941654,-109.840825
468,"IRIVNE","CA","Irvine",33.66946,-117.82311
469,"ENCINTO","CA","Encino",34.15917,-118.50119
470,"LAKEWELLS","FL",NA,NA,NA
471,"ONTARRO","CA","Ontario",34.06334,-117.65089
472,"BENZONI","MI","Belmont",43.07558,-85.6092
473,"SALIRAS","CA","Salinas",36.67774,-121.6555
474,"GADSTEN","AZ",NA,NA,NA
475,"BARD","IA","Madrid",41.87665,-93.82328
476,"QAURTZSITE","AZ","Quartzsite",33.66391,-114.22995
477,"SALTILLO","TX","Canutillo",31.91149,-106.60027
478,"WHETSTONE","AZ","Whetstone",31.69251,-110.35013
479,"HIDDENITE","NC","Hiddenite Cdp",35.9077,-81.081056
480,"PLAN CITY","FL","Plant City",28.01888,-82.11469
481,"BEAMONT","CA","Beaumont",33.92946,-116.97725
482,"LAREDO","LA","Larose",29.57244,-90.38175
483,"LAVEL","FL","Laurel",27.14378,-82.46158
484,"DODD CITY","TX","Buda City",30.080402,-97.8557
485,"LEE CENTER","MN","Le Center",44.38941,-93.73023
486,"CHICAGO","TX","Chico",33.29595,-97.79892
487,"SPRING VALLEY","VT",NA,NA,NA
488,"DOEREY","CA","Downey",33.94001,-118.13257
489,"SAHARITA","AZ","Sahuarita",31.95758,-110.95565
490,"CLIMAX","GA","Alma",31.53937,-82.46236
491,"LOS FRENOS","TX","Los Fresnos",26.07174,-97.47637
492,"HEMITANGA","AR",NA,NA,NA
493,"LOUSIANA","LA",NA,NA,NA
494,"SAN RAMERO","CA","San Mateo",37.56299,-122.32553
495,"SUAHUARITA","AZ","Sahuarita",31.95758,-110.95565
496,"SAN JOSE","AR",NA,NA,NA
497,"BULL HEAD","AZ",NA,NA,NA
498,"TORONTO","ME","Orono",44.88312,-68.67198
499,"BULL HEAT","AZ",NA,NA,NA
500,"SAN LUIS","ME",NA,NA,NA
