"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1751,"MISSIO","TX","Mission",26.21591,-98.32529
1752,"QUARTZITE","AZ","Quartzsite",33.66391,-114.22995
1753,"MISSIOIN","TX","Mission",26.21591,-98.32529
1754,"HIDDALGO","TX","Hidalgo",26.10035,-98.26307
1755,"KANSAY CITY","KS","Kansas City",39.11417,-94.62746
1756,"LA PUERTE","CA","La Puente",34.02001,-117.94951
1757,"SAN  JACINTO","CA","San Jacinto",33.78391,-116.95864
1758,"HUNTSVILLE","CA","Holtville",32.81116,-115.38026
1759,"DODGEDE CITY","KS","Dodge City",37.7528,-100.01708
1760,"RILEY","CA","Pixley",35.96856,-119.29178
1761,"NATIONALA CITY","CA","National City",32.67811,-117.0992
1762,"`MCALLEN","TX","Mcallen",26.20341,-98.23001
1763,"TOBBYHANNA","PA",NA,NA,NA
1764,"ARIONDALE","AZ","Avondale",33.4356,-112.3496
1765,"MI8SSION","TX","Mission",26.21591,-98.32529
1766,"BRENDTON","FL","Brandon",27.9378,-82.28592
1767,"CORPUS CHRITI","TX","Corpus Christi",27.80058,-97.39638
1768,"ROCKFORD","CO","Rocky Ford",38.05251,-103.72023
1769,"WILDEMAR","CA","Wildomar",33.59891,-117.28004
1770,"PALO VERDE","AZ","Camp Verde",34.56364,-111.85432
1771,"CHUAL VISTA","CA","Chula Vista",32.64005,-117.0842
1772,"POCOIMA","CA","Pomona",34.05529,-117.75228
1773,"LYNN","GA","Lyons",32.20435,-82.32179
1774,"BAKERSFIED","CA","Bakersfield",35.37329,-119.01871
1775,"GREENBAY","WI","Green Bay",44.51916,-88.01983
1776,"OTEGO","NY","Owego",42.10341,-76.26215
1777,"LA QUINTA C","DE",NA,NA,NA
1778,"SIX FLAGE","CA",NA,NA,NA
1779,"EGEGIK","AK",NA,NA,NA
1780,"HAWAIIAN GARDEN","CA","Hawaiian Gardens",33.8314,-118.07284
1781,"EAGER","AZ","Eagar",34.11124,-109.29238
1782,"DOULGAS","AZ","Douglas",31.34455,-109.54534
1783,"KOREA","IT",NA,NA,NA
1784,"FRESNO","DE",NA,NA,NA
1785,"MEXICALI","IT",NA,NA,NA
1786,"SAN DIEGOF","CA","San Diego",32.71571,-117.16472
1787,"GUATAY MESA","CA",NA,NA,NA
1788,"UNKNOWN","ND",NA,NA,NA
1789,"KLAMATH","OR",NA,NA,NA
1790,"COPART","MN","Cokato",45.0758,-94.18998
1791,"ALPINE","AL","Daphne",30.60353,-87.9036
1792,"SAN DIGEO","CA","San Diego",32.71571,-117.16472
1793,"HILLSBURG","CA","Healdsburg",38.61047,-122.86916
1794,"INSIO","CA","Indio",33.7207,-116.21677
1795,"BOULDER","UT","Boulder Town",37.922785,-111.431854
1796,"CUCAMONGA","CA",NA,NA,NA
1797,"STINBORD","CO",NA,NA,NA
1798,"JAMICA","CA","Camino",38.73824,-120.67493
1799,"YUMA PROVING GROUND","AZ","Yuma Proving Ground Cdp",32.865186,-114.436923
1800,"WEST CONNA","LA",NA,NA,NA
