"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
651,"RICHMONT","VA","Richmond",37.55376,-77.46026
652,"LAPAENTE","CA","La Puente",34.02001,-117.94951
653,"FARIBAULT","CA",NA,NA,NA
654,"ENRIQUE","CA",NA,NA,NA
655,"SPRINGDALE","TN","Springfield",36.50921,-86.885
656,"SAN JUAN CAPSTRANO","CA","San Juan Capistrano",33.50169,-117.66255
657,"PICO RIVERS","CA","Pico Rivera",33.98307,-118.09673
658,"MUNRIETA","CA","Murrieta",33.55391,-117.21392
659,"ENAINETAS","CA","Encinitas",33.03699,-117.29198
660,"PARRIS","CA","Perris",33.78252,-117.22865
661,"DELMAR","CA","Del Mar",32.95949,-117.26531
662,"EL PINE","CA","Alpine",32.83505,-116.76641
663,"LAKE HAVASU","CA",NA,NA,NA
664,"DENVER","AZ",NA,NA,NA
665,"PARK","AZ","Parks",35.26057,-111.94877
666,"PIERTO","CA","Palermo",39.43544,-121.53802
667,"DELL","WA","Yelm",46.94204,-122.60596
668,"AUGENE","OR","Eugene",44.05207,-123.08675
669,"SYCUAN","CA","Sylmar",34.30778,-118.44925
670,"ROSA","CA","Ross",37.96242,-122.55498
671,"MIRAMESA","CA","Mira Mesa",32.9156,-117.14392
672,"DESERT SHORE","CA","Desert Shores",33.4042,-116.03972
673,"FORT HUACHUCA","AZ",NA,NA,NA
674,"ONTARO","CA","Ontario",34.06334,-117.65089
675,"PANONA","CA","Pomona",34.05529,-117.75228
676,"NEW BREUTON","NC","New Bern",35.10849,-77.04411
677,"OCEAN CITY","CA","Brea City",33.925178,-117.865111
678,"CALENCIA","CA","Valencia",34.44361,-118.60953
679,"FRESA","CA","Brea",33.91668,-117.90006
680,"CHANDER","CA","Sanger",36.70801,-119.55597
681,"CLIRIMUT","CA",NA,NA,NA
682,"MALONE","MT","Malta",48.35972,-107.87428
683,"JACKSONVILLE","WY","Jackson",43.47993,-110.76243
684,"LAERDO","TX","Laredo",27.50641,-99.50754
685,"MESDTO","CA","Mendota",36.75356,-120.38156
686,"CALTON","TX","Canton",32.55652,-95.8633
687,"PAGOSPRINGS","CO","Pagosa Springs",37.26945,-107.00976
688,"WILINGTON","CA","Wilmington",33.78002,-118.26257
689,"INGEWOOD","CA","Inglewood",33.96168,-118.35313
690,"SAN YSIDRO","NJ",NA,NA,NA
691,"AKRWALLE","CA",NA,NA,NA
692,"BRONWSVILLE","TX","Brownsville",25.90175,-97.49748
693,"BELL ROUDGE","LA",NA,NA,NA
694,"TEHACLAPI","CA","Tehachapi",35.13219,-118.44897
695,"PICLTO","CA","Rialto",34.1064,-117.37032
696,"HYSPERIA","CA","Hesperia",34.42639,-117.30088
697,"KANOSH","CA",NA,NA,NA
698,"HARR","TX","Hart",34.38507,-102.11574
699,"AZUZA","CA","Azusa",34.13362,-117.90756
700,"CATIONAL CITY","CA","National City",32.67811,-117.0992
