"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
801,"TUCSON","AK",NA,NA,NA
802,"CUYAMUCA","CA",NA,NA,NA
803,"SOUGLAS","AZ","Douglas",31.34455,-109.54534
804,"FONTATINA","CA","Fontana",34.09223,-117.43505
805,"EL CENTO","AZ",NA,NA,NA
806,"OKABENA","MN","Wadena",46.44246,-95.13614
807,"DELAND","CA","Delano",35.76884,-119.24705
808,"GROSSMOND","CA","Rosamond",34.86414,-118.16341
809,"KLUTE","TX","Clute",29.02469,-95.39883
810,"GOSHEM","CA","Goshen",36.35106,-119.42012
811,"PASO RUBBS","DE",NA,NA,NA
812,"SOUTH CAROLINA","CA",NA,NA,NA
813,"BOMITA","CA","Bonita",32.65783,-117.03003
814,"CAROL","IL","Cairo",37.00533,-89.17646
815,"NEW JERRY","NJ",NA,NA,NA
816,"ALPINE","LA","Albany",30.50436,-90.58231
817,"ARCADIZ","FL","Arcadia",27.21588,-81.85842
818,"GALVESTA","TX","Galveston",29.30135,-94.7977
819,"BRETON","LA","Benton",32.69487,-93.74185
820,"TAPA","FL","Tampa",27.94752,-82.45843
821,"HOMME","LA","Homer",32.79192,-93.05503
822,"MAELEVA","CA","Madera",36.96134,-120.06072
823,"NOGALES","RI",NA,NA,NA
824,"ISRAEL","CA",NA,NA,NA
825,"FAIRPLAY","MT",NA,NA,NA
826,"SAN LUIS","MO","St. Louis",38.62727,-90.19789
827,"COMBS","TX","Combes",26.24869,-97.73388
828,"SAN LUIS","AK",NA,NA,NA
829,"SHOWLOW","AZ","Show Low",34.25421,-110.02983
830,"FALLRIVER","MO",NA,NA,NA
831,"WARE","AR","Ward",35.03036,-91.95042
832,"BORDERTOWN","TX",NA,NA,NA
833,"SANTA YSABEL","CA",NA,NA,NA
834,"NOGAES","AZ","Nogales",31.34038,-110.93425
835,"NEW IBENIA","LA","New Iberia",30.00354,-91.81873
836,"COLOMBUS","NM","Columbus",31.8276,-107.64002
837,"RIPO","CA","Ripon",37.74159,-121.12438
838,"COLOMBIA","TX","Columbus",29.70662,-96.53969
839,"HAYNES CITY","FL","Haines City",28.1145,-81.62009
840,"TAMECULA","CA","Temecula",33.49364,-117.14836
841,"WALMING PARK","CA","Walnut Park",33.96807,-118.22507
842,"NORFORK","VA","Norfolk",36.84681,-76.28522
843,"ALPINE","DE",NA,NA,NA
844,"LA QIUNTA","CA","La Quinta",33.66336,-116.31001
845,"ALLEGRA","CA",NA,NA,NA
846,"MCALLEN","SD","Miller",44.51831,-98.98843
847,"AGASTIN","CA","Amesti",36.96356,-121.77912
848,"MENEFEE","CA","Menifee",33.72835,-117.14642
849,"LAGUNA NIGEL","CA","Laguna Niguel",33.52253,-117.70755
850,"LUKEDIA","CA",NA,NA,NA
