"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1601,"POINT LOMA","LA",NA,NA,NA
1602,"CAMBRIDGE","IT",NA,NA,NA
1603,"CARSON CITY","KS","Canton City",38.385862,-97.43005
1604,"SOMESTOM","CA","Modesto",37.6391,-120.99688
1605,"RAPID CITY","IA","Madrid City",41.875688,-93.820526
1606,"COLINGA","CA","Coalinga",36.13968,-120.36015
1607,"TIERRA SANTA","CA",NA,NA,NA
1608,"PENIITAS","TX","Penitas",26.23063,-98.44474
1609,"ZELAH","WA","Selah",46.65402,-120.53007
1610,"LINDSY","DE",NA,NA,NA
1611,"BRIDGE PORT","WA","Bridgeport",48.0082,-119.67116
1612,"EPHRAIM","TX",NA,NA,NA
1613,"NORTH SHORT","CA","North Shore Cdp",33.514576,-115.910959
1614,"FERN","LA","Jena",31.68323,-92.13374
1615,"SEAHLE","WA","Seattle",47.60621,-122.33207
1616,"TEXAS HILLS","AZ",NA,NA,NA
1617,"SEALEY","CA","Seeley",32.79311,-115.69111
1618,"FORT WORTH","CA",NA,NA,NA
1619,"SUNNY YALE","CA","Sunnyvale",37.36883,-122.03635
1620,"WIXHAM","MI","Wixom",42.52476,-83.53633
1621,"BURBANK","DE",NA,NA,NA
1622,"WINTERHAVEN","FL","Winter Haven",28.02224,-81.73286
1623,"BARRETT LAKE","CA",NA,NA,NA
1624,"AUSTIN","CA","Tustin",33.74585,-117.82617
1625,"BRAWLE","CA","Brawley",32.97866,-115.53027
1626,"INIDO","CA","Indio",33.7207,-116.21677
1627,"MORGANZA","LA",NA,NA,NA
1628,"LA MESA","TX","Lamesa",32.7376,-101.95099
1629,"SOMMERTON","AZ","Somerton",32.59644,-114.70968
1630,"BAMMING","CA","Banning",33.92557,-116.87641
1631,"LA FE","NM","La Luz",32.97787,-105.94193
1632,"BETHLEHEN","PA","Bethlehem",40.62593,-75.37046
1633,"RALEIGH","TX",NA,NA,NA
1634,"SAN BUENAVENTURA","CA",NA,NA,NA
1635,"LULLING","TX","Luling",29.68051,-97.6475
1636,"MONTEVILLA","CA","Montebello",34.00946,-118.10535
1637,"CLEARMONT","CA","Claremont",34.09668,-117.71978
1638,"SIX FLAGS","CA",NA,NA,NA
1639,"MAINE","ME","Wayne",44.34868,-70.06616
1640,"HOLVILLE","CA","Holtville",32.81116,-115.38026
1641,"PECHANGA","CA",NA,NA,NA
1642,"TVLELAKE","CA",NA,NA,NA
1643,"BAUENA PARK","CA","Buena Park",33.86751,-117.99812
1644,"WATSONVILLE","OR","Wilsonville",45.29984,-122.77371
1645,"SWEET WATER","AL","Sweet Water Town",32.104614,-87.861889
1646,"DISNEY LAND","CA",NA,NA,NA
1647,"HOVER CITY","CA","Culver City",34.02112,-118.39647
1648,"WILLA","AZ","Pima",32.89656,-109.82835
1649,"THERMAL CITY","CA","Thermalito",39.51128,-121.58692
1650,"CAINO","CA","Camino",38.73824,-120.67493
