"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
601,"YSCUAN CASINO","DE",NA,NA,NA
602,"VIEJAAS","CA",NA,NA,NA
603,"CADITHAL CITY","CA","Capitola City",36.976083,-121.954012
604,"HARRINGTON","VA","Arlington",38.88101,-77.10428
605,"LUDIN","TX","Lufkin",31.33824,-94.7291
606,"IBADA","CA","Linda",39.12767,-121.5508
607,"HOWARD","ID",NA,NA,NA
608,"PRESSCOTT","AZ","Prescott",34.54002,-112.4685
609,"CARSLBAD","CA","Carlsbad",33.15809,-117.35059
610,"RIDLEY","CA","Gridley",39.36378,-121.69358
611,"MANTEBELL","CA","Montebello",34.00946,-118.10535
612,"LORETO","CA","Covelo",39.79327,-123.24922
613,"EAST LA","CA","Easton",36.65023,-119.7907
614,"LAKE ELFORNOR","CA",NA,NA,NA
615,"WICKENBERG","AZ","Wickenburg",33.96864,-112.72962
616,"SALT CITY","IA","Galt City",42.693538,-93.604621
617,"NORAGUSTAS","NC",NA,NA,NA
618,"SAN ELISAREO","TX","San Elizario",31.58511,-106.27276
619,"ALANTA","GA","Atlanta",33.749,-84.38798
620,"FARATAIN VALLEY","CA","Fountain Valley",33.70918,-117.95367
621,"RADLAND","CA","Oakland",37.80437,-122.2708
622,"SUNLAND","NJ","Ashland",39.86317,-75.006
623,"UNKNOWN","DC",NA,NA,NA
624,"RANCHO MIRAND","CA","Rancho Mirage",33.73974,-116.41279
625,"RANCHO SAN MARGRITA","CA","Rancho Santa Margarita",33.64086,-117.6031
626,"PIALTO","CA","Rialto",34.1064,-117.37032
627,"APINE","CA","Alpine",32.83505,-116.76641
628,"EL ENTRO","CA","El Centro",32.792,-115.56305
629,"SAINT GEORGE","AZ",NA,NA,NA
630,"LAYFETTE","LA","Lafayette",30.22409,-92.01984
631,"LOGAN PORT","IN","Logansport",40.75448,-86.35667
632,"IMOCALI","FL",NA,NA,NA
633,"HOUSTON","DE","Houston Town",38.917349,-75.503892
634,"MOWINA","CA","Covina",34.09001,-117.89034
635,"RED WOOD","CA",NA,NA,NA
636,"GLROY","CA","Gilroy",37.00578,-121.56828
637,"MIRAMER","CA","Minkler",36.72384,-119.45818
638,"SEGUIA","CA","Laguna",38.42102,-121.42384
639,"SALIRSA","CA","Salida",37.70576,-121.08494
640,"SOCCORO","NM","Socorro",34.0584,-106.89142
641,"HEBRONVILLE","TX","Hebbronville",27.30688,-98.68032
642,"COLVERT","CA","Covelo",39.79327,-123.24922
643,"TEMACULA","CA","Temecula",33.49364,-117.14836
644,"LEXINTON","KY","Lexington",37.98869,-84.47772
645,"WILDORMAR","CA","Wildomar",33.59891,-117.28004
646,"DUTCH HARBOR","AR",NA,NA,NA
647,"NORWOOD","CA","Northwood",33.71372,-117.76091
648,"MONTANA VALLEY","CA",NA,NA,NA
649,"SANTA BARBA","CA","Santa Barbara",34.42083,-119.69819
650,"GOSHIN","IN","Goshen",41.58227,-85.83444
