"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
501,"SANTANOUICA","CA","Santa Monica",34.01949,-118.49138
502,"PARAROMA CITY","CA","Saratoga City",37.268326,-122.02622
503,"BONITO","CA","Bonita",32.65783,-117.03003
504,"BLACK FOOT","ID","Blackfoot",43.19047,-112.34498
505,"OKLAHOMA","TX",NA,NA,NA
506,"GASDEN","AZ","Laveen",33.36282,-112.16932
507,"CALANTE","CA",NA,NA,NA
508,"ASAN LUIS","AZ","San Luis",32.487,-114.78218
509,"SALINUS","CA","Salinas",36.67774,-121.6555
510,"EL MANTE","CA","El Monte",34.06862,-118.02757
511,"DNARTE","CA","Duarte",34.13945,-117.97729
512,"KINGSBERG","CA","Kingsburg",36.51384,-119.55402
513,"SAHAURITA","AZ","Sahuarita",31.95758,-110.95565
514,"PRIMM","NV",NA,NA,NA
515,"ROWENY","CA","Downey",33.94001,-118.13257
516,"FRONTIA","CA","Bonita",32.65783,-117.03003
517,"IOWAN","ID","Iona",43.5263,-111.93302
518,"LALIC FOVEST","CA",NA,NA,NA
519,"SHERMAN","CA","Kerman",36.72356,-120.05988
520,"PARRIS","TX","Paris",33.66094,-95.55551
521,"PLACENSIA","CA","Placentia",33.87224,-117.87034
522,"BORREGO SPRING","DE",NA,NA,NA
523,"HOLTYVILLE","CA","Holtville",32.81116,-115.38026
524,"POIUTLORMA","CA",NA,NA,NA
525,"TYLOR","TX","Taylor",30.57076,-97.40944
526,"MANZANITA","CA",NA,NA,NA
527,"PHONIX","AZ","Phoenix",33.44838,-112.07404
528,"MANASSAS","WV",NA,NA,NA
529,"KNOXVILLE","TX","Kerrville",30.04743,-99.14032
530,"SPARTANBURG","NC",NA,NA,NA
531,"FLAGSTAFF","DE",NA,NA,NA
532,"ROCKSPRING","WY","Rock Springs",41.58746,-109.2029
533,"TECHAPI","CA","Tehachapi",35.13219,-118.44897
534,"PASDENA","CA","Pasadena",34.14778,-118.14452
535,"GEEN VALLEY","AZ","Green Valley",31.85425,-110.9937
536,"LAVERGNE","TN","La Vergne",36.01562,-86.58194
537,"JAUMUL","CA","Jamul",32.717,-116.87613
538,"MESQUITEQ","NV","Mesquite",36.80553,-114.06719
539,"LA PVERTA","CA","La Presa",32.70811,-116.99725
540,"PATTERSON","AZ",NA,NA,NA
541,"PRIMEVILLE","OR","Prineville",44.29985,-120.83447
542,"SYCAMORE","CA",NA,NA,NA
543,"ENSCINITAS","CA","Encinitas",33.03699,-117.29198
544,"TOMEY PINES","CA",NA,NA,NA
545,"SAN MARIC","CA","San Marino",34.1214,-118.10646
546,"SULLIVAN","AL","Cullman",34.17482,-86.84361
547,"SYCURN/ALPIWE","CA",NA,NA,NA
548,"MADDERA","CA","Madera",36.96134,-120.06072
549,"NORWALT","CA","Norwalk",33.90224,-118.08173
550,"VESILIA","CA","Visalia",36.33023,-119.29206
