"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
51,"GILEY","CO","Bailey",39.40554,-105.47333
52,"NATIONAL CITY","AR",NA,NA,NA
53,"DEMOINES","IA","Des Moines",41.60054,-93.60911
54,"STORMLAKE","IA","Storm Lake",42.64109,-95.20972
55,"CARIZOZO","NM","Carrizozo",33.64174,-105.87721
56,"LA","CA","Anza",33.55503,-116.67363
57,"ANAHEM","CA","Anaheim",33.83529,-117.9145
58,"SANTAANA","CA","Santa Ana",33.74557,-117.86783
59,"SANTA ANNA","CA","Santa Ana",33.74557,-117.86783
60,"SAN DIEGOQ","CA","San Diego",32.71571,-117.16472
61,"HIDLAGO","TX","Hidalgo",26.10035,-98.26307
62,"BORREGO SPRING","CA","Borrego Springs",33.25587,-116.37501
63,"ENSENITA","CA","Encinitas",33.03699,-117.29198
64,"ASHFORK","AZ",NA,NA,NA
65,"SAUHUARITA","AZ","Sahuarita",31.95758,-110.95565
66,"MCALLLEN","TX","Mcallen",26.20341,-98.23001
67,"ANAHEAM","CA","Anaheim",33.83529,-117.9145
68,"SAN BRANDINO","CA","San Bernardino",34.10834,-117.28977
69,"AOS ANGELOS","CA","Los Angeles",34.05223,-118.24368
70,"POAWAY","CA","Poway",32.96282,-117.03586
71,"FONATARA","CA","Fontana",34.09223,-117.43505
72,"SAN YSIDRO","AR",NA,NA,NA
73,"FRESNS","CA","Fresno",36.74773,-119.77237
74,"INSLEWOOD","CA","Inglewood",33.96168,-118.35313
75,"SANCLEMENTE","CA","San Clemente",33.42697,-117.61199
76,"SALNAS","CA","Salinas",36.67774,-121.6555
77,"MAZEPPA","MN","Madelia",44.05079,-94.4183
78,"DELENO","CA","Delano",35.76884,-119.24705
79,"STAKTON","CA","Stanton",33.80252,-117.99312
80,"BLIDE","CA","Alpine",32.83505,-116.76641
81,"CHULA VIST","CA","Chula Vista",32.64005,-117.0842
82,"YOKAMA","WA","Yakima",46.60207,-120.5059
83,"TURSA","OK","Tulsa",36.15398,-95.99277
84,"SOLADAD","CA","Soledad",36.42469,-121.32632
85,"SANYSIDRO","CA","San Pedro",33.73585,-118.29229
86,"BROWNSVILL","TX","Brownsville",25.90175,-97.49748
87,"SALTON SEA","CA",NA,NA,NA
88,"REALTO","CA","Rialto",34.1064,-117.37032
89,"YAKIMA","CA","Marina",36.6844,-121.80217
90,"LIBRO","KS","Liberal",37.04308,-100.921
91,"DARHAR","TX","Dalhart",36.05948,-102.51325
92,"ISLETA","TX","Haslet",32.97485,-97.3478
93,"KEARNEY MESA","CA",NA,NA,NA
94,"EVAN","CO","Evans",40.37637,-104.69219
95,"GRAND PRARIE","TX","Grand Prairie",32.74596,-96.99778
96,"WHITLER","CA","Whittier",33.97918,-118.03284
97,"MISSSION","TX","Mission",26.21591,-98.32529
98,"DIVINE","TX","Devine",29.13996,-98.90531
99,"OREN","UT","Orem",40.2969,-111.69465
100,"CHEEKSPEAK","VA",NA,NA,NA
