"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1251,"LAREDO","TN","Loretto",35.07786,-87.43974
1252,"LOS COCHIS","CA",NA,NA,NA
1253,"MYNAH","SC","Lyman",34.94817,-82.12733
1254,"TULPRE","CA","Tulare",36.20773,-119.34734
1255,"HUACHUCA","AZ","Huachuca City",31.62787,-110.33397
1256,"ROSEWELL","GA","Roswell",34.02316,-84.36159
1257,"LAKE PLAINS","FL","Lake Placid",27.29834,-81.37124
1258,"TUMACOCORI","AZ",NA,NA,NA
1259,"TORANTO","CA","Novato",38.10742,-122.5697
1260,"RIVER RANCH","CA",NA,NA,NA
1261,"GOUINTON","LA","Clinton",30.86574,-91.01566
1262,"CAMARENO","CA","Camarillo",34.21639,-119.0376
1263,"ORKLAND","CA","Oakland",37.80437,-122.2708
1264,"COLIDGE","AZ","Coolidge",32.97784,-111.51762
1265,"OMHA","NE","Omaha",41.25626,-95.94043
1266,"SAN DIEGO NORTH PARK","CA",NA,NA,NA
1267,"BLYTHE","AZ",NA,NA,NA
1268,"PERTLEVILLE","AZ","Pirtleville",31.35716,-109.56352
1269,"TUCSON","AL","Jackson",31.50905,-87.89444
1270,"BRITISH COLUMBIA","AZ",NA,NA,NA
1271,"MIREMA","CA","Brea",33.91668,-117.90006
1272,"MOCLESTO","CA","Modesto",37.6391,-120.99688
1273,"WILLINGTON","CA","Wilmington",33.78002,-118.26257
1274,"VICTORIA","WA",NA,NA,NA
1275,"LOGAN","AZ","Eagar",34.11124,-109.29238
1276,"HALEN","MI","Yale",43.13003,-82.79826
1277,"WALLA WALLA","CA",NA,NA,NA
1278,"SAN YSIDRO","VT",NA,NA,NA
1279,"SAINT CHARLES","LA",NA,NA,NA
1280,"MCALLEN","TN","Mcewen",36.10784,-87.63307
1281,"YOKUM","TX","Yoakum",29.28775,-97.15193
1282,"MONTRERY PARK","CA","Monterey Park",34.06251,-118.12285
1283,"BARETT","CA","Barstow",34.89859,-117.02282
1284,"CLOBIS","CA","Clovis",36.82523,-119.70292
1285,"CAYAMUCA","CA",NA,NA,NA
1286,"PATASUALA","OH","Pataskala",39.99562,-82.67433
1287,"ONTATIO","CA","Ontario",34.06334,-117.65089
1288,"YAKAMA","WA","Yakima",46.60207,-120.5059
1289,"COACHILLE","CA","Coachella",33.6803,-116.17389
1290,"FREE MOUNT","CA",NA,NA,NA
1291,"GREENSBORO","CA",NA,NA,NA
1292,"YADIMA","CA","Ladera",37.39994,-122.1983
1293,"SONITO","AZ",NA,NA,NA
1294,"PLANES","KS","Plains",37.2603,-100.59265
1295,"PERRINGTON","TX","Arlington",32.73569,-97.10807
1296,"TRUTH OR CONSEQUNCES","NM","Truth or Consequences",33.1284,-107.25281
1297,"LOYALTOWN","CA",NA,NA,NA
1298,"EANTHONY","NM","Anthony",32.00399,-106.60583
1299,"MAITLAND","AZ",NA,NA,NA
1300,"SOLANA","CA","Solvang",34.59582,-120.13765
