"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
2201,"TARRYTOW","NY","Tarrytown",41.07621,-73.85875
2202,"DUDLEY","GA","Wadley",32.86682,-82.40402
2203,"MARINA DEL RAY","CA","Marina Del Rey",33.98162,-118.45371
2204,"NIGUEL","CA","Nice",39.12323,-122.84833
2205,"SAINT CARMEL","CA",NA,NA,NA
2206,"ESCONDIO","CA","Escondido",33.11921,-117.08642
2207,"CORAL","IL","Normal",40.5142,-88.99063
2208,"PARKCITY","UT","Park City",40.64606,-111.49797
2209,"TAVERTON","MA","Taunton",41.9001,-71.08977
2210,"LA PONTE","TX","La Porte",29.66578,-95.01937
2211,"CAPE GIRADEAU","MO","Cape Girardeau",37.30588,-89.51815
2212,"GULDEN","CA","Gardena",33.88835,-118.30896
2213,"ATHENES","GA","Athens",33.96095,-83.37794
2214,"MARERRO","LA","Marrero",29.89937,-90.10035
2215,"KALAZMAZOO","MI","Kalamazoo",42.29171,-85.58723
2216,"SHANCATCLES","NY","Skaneateles",42.94701,-76.4291
2217,"PENNIYTOX","NJ","Pennington",40.32844,-74.79072
2218,"THE WOODLAND","TX","The Woodlands",30.15799,-95.48938
2219,"MASATE","FL","Margate",26.24453,-80.20644
2220,"ROCKAWAY BEACH","NY",NA,NA,NA
2221,"DOLOMITE","AL",NA,NA,NA
2222,"LA QUNITA","CA","La Quinta",33.66336,-116.31001
2223,"BEMEN","GA","Bremen",33.72122,-85.1455
2224,"LAWERENCE","PA",NA,NA,NA
2225,"WANKESHA","WI","Waukesha",43.01168,-88.23148
2226,"ELBORN","NJ","Elmer",39.59511,-75.17018
2227,"MAYFILES VILLAGE","OH","Mayfield Village",41.547248,-81.434345
2228,"PLEASON","CA","Pleasanton",37.66243,-121.87468
2229,"CHERRY HILLS","NY",NA,NA,NA
2230,"LEBADON","OH","Lebanon",39.43534,-84.20299
2231,"MONOUTH","NJ",NA,NA,NA
2232,"CHERRY HILL","NY",NA,NA,NA
2233,"ATHERON","CA","Atherton",37.46133,-122.19774
2234,"RHINELAND","NY","Richland",43.56951,-76.0477
2235,"LEES SUMMIT","MO","Lee's Summit",38.91084,-94.38217
2236,"SANTIAGO","IT",NA,NA,NA
2237,"PORT HUENEMA","CA","Port Hueneme",34.14778,-119.19511
2238,"BLACKSBURG","WV","Clarksburg",39.28065,-80.34453
2239,"VALENCIA","IT",NA,NA,NA
2240,"BERLINGTON","VT","Burlington",44.47588,-73.21207
2241,"HAYES","VA","Basye",38.80706,-78.79224
2242,"ISPWICH","MA","Ipswich",42.67926,-70.84116
2243,"CAMERILLO","CA","Camarillo",34.21639,-119.0376
2244,"MOVOTO","CA","Novato",38.10742,-122.5697
2245,"VEGAS","NY","Vestal",42.08507,-76.05381
2246,"TEMECULAR","CA","Temecula",33.49364,-117.14836
2247,"PORT ANTONIA","IT",NA,NA,NA
2248,"LAURENVILLE","CA","Laytonville",39.68821,-123.48279
2249,"MAOMEE","OH","Maumee",41.56283,-83.65382
2250,"BEALE","CA","Bell",33.97751,-118.18702
