"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1801,"ELMIRAGE","AZ","El Mirage",33.61309,-112.3246
1802,"NOGALES","CA","Gonzales",36.50663,-121.44438
1803,"SAN DIEGOFF","CA","San Diego",32.71571,-117.16472
1804,"SAKOTAN","AK","Akutan",54.1343,-165.77515
1805,"HESSMER","LA","Homer",32.79192,-93.05503
1806,"PIEDRAS NEGRAS, COAHUILA","IT",NA,NA,NA
1807,"SAN YSIDIRO","CA",NA,NA,NA
1808,"HILLSCREST","CA",NA,NA,NA
1809,"DIAMON BAR","CA","Diamond Bar",34.02862,-117.81034
1810,"NORTH HOLLY WOOD","CA","North Hollywood",34.17223,-118.37897
1811,"TECATGE","CA",NA,NA,NA
1812,"IN TRANSIT","IT",NA,NA,NA
1813,"CARMEL MOUNTAIN","CA",NA,NA,NA
1814,"MESA","AL","Dora",33.72872,-87.09028
1815,"ARLITA","CA","Arcata",40.86652,-124.08284
1816,"CITY COLLEGE","CA",NA,NA,NA
1817,"PALMVILLE","CA","Danville",37.82159,-121.99996
1818,"HILAND PARK","CA",NA,NA,NA
1819,"UNKNOWN","UT",NA,NA,NA
1820,"FAIRFAY","CA","Fairfax",37.98715,-122.58887
1821,"DEL CITY","TX","Dean City",33.916212,-98.40145
1822,"POTERO","CA","Covelo",39.79327,-123.24922
1823,"NORTH FORT","CA",NA,NA,NA
1824,"LAKESFORE","CA","Lakeport",39.04295,-122.91583
1825,"GRANDE CANYON CITY","AZ","Grand Canyon",36.05443,-112.13934
1826,"YUCALPA","CA","Yucaipa",34.03363,-117.04309
1827,"BIGNBEAR","CA",NA,NA,NA
1828,"PLACENCIA","CA","Placentia",33.87224,-117.87034
1829,"TUSTIN","AZ","Tucson",32.22174,-110.92648
1830,"SAND DIEGO","CA","San Diego",32.71571,-117.16472
1831,"SSAN LUIS","AZ","San Luis",32.487,-114.78218
1832,"NEW YORK CITY","CA","Newark City",37.504253,-122.03191
1833,"SULZURA","CA",NA,NA,NA
1834,"AUSTERN","TX","Austin",30.26715,-97.74306
1835,"NORTHDRIGE","CA","Northridge",34.22834,-118.53675
1836,"WL PASO","TX","El Paso",31.75872,-106.48693
1837,"RIERSIDE","CA","Riverside",33.95335,-117.39616
1838,"EL PPASO","TX","El Paso",31.75872,-106.48693
1839,"ANAHIME","CA","Anaheim",33.83529,-117.9145
1840,"VASAILA","CA","Visalia",36.33023,-119.29206
1841,"CREELY","CO","Creede",37.84917,-106.92643
1842,"BULLHEAD A","AZ","Bullhead City",35.14778,-114.5683
1843,"JEL PASO","TX","El Paso",31.75872,-106.48693
1844,"ALAPAHA","GA","Alapaha Town",31.383138,-83.223706
1845,"NORTHSORE","CA","Northwood",33.71372,-117.76091
1846,"ALTADINA","CA","Altadena",34.18973,-118.13118
1847,"RANCH CUCAMONGA","CA","Rancho Cucamonga",34.1064,-117.59311
1848,"IMPERIALBEACH","CA","Imperial Beach",32.58394,-117.11308
1849,"PALWVIEW","TX","Palmview",26.23341,-98.37085
1850,"NACADOCHES","TX","Nacogdoches",31.60351,-94.65549
