"X","CITY_DEST_NAME","STATE_DEST_CD","corrected_city","lat","lon"
1501,"ALTON","CA","Acton",34.46999,-118.19674
1502,"CHULA VISTA","NM",NA,NA,NA
1503,"DISDALE","OR","Riddle",42.95095,-123.36423
1504,"OBERTON","OR","Kenton",45.58178,-122.68149
1505,"BRISTON","NJ","Bridgeton",39.42734,-75.23408
1506,"VEJAS CACINO","CA",NA,NA,NA
1507,"RAMUNA","CA","Ramona",33.04171,-116.86808
1508,"STOCHTEN","CA","Stockton",37.9577,-121.29078
1509,"HILL BEND","AZ","Gila Bend",32.94782,-112.71683
1510,"WILLSTONE","NC","Wilson",35.72127,-77.91554
1511,"BASTON","CA","Easton",36.65023,-119.7907
1512,"TEMUCULA","CA","Temecula",33.49364,-117.14836
1513,"FONTANO","CA","Fontana",34.09223,-117.43505
1514,"PAMORE","CA","Lamont",35.25968,-118.91427
1515,"BEUMONT","CA","Beaumont",33.92946,-116.97725
1516,"MERRILLAN","WI","Merrill",45.18052,-89.68346
1517,"WASHINGTON","OR",NA,NA,NA
1518,"VIAJAS CASINO","CA",NA,NA,NA
1519,"VEIJAS CAISNO","CA",NA,NA,NA
1520,"MORANA","AZ","Marana",32.43674,-111.22538
1521,"GRIMES","CA","Aromas",36.88856,-121.643
1522,"CASTARI","CA","Castaic",34.48888,-118.62287
1523,"POSCO","CA","Norco",33.93113,-117.54866
1524,"COWBRIDGE","CA","Woodbridge",38.15408,-121.30134
1525,"CHARLOTTESVILLE VIRGINIA","VA","Charlottesville",38.02931,-78.47668
1526,"LAKE TAHOO","CA",NA,NA,NA
1527,"VELERCIA","CA","Valencia",34.44361,-118.60953
1528,"CAROGA PARK","CA","Canoga Park",34.20112,-118.59814
1529,"VALLEBULA","LA",NA,NA,NA
1530,"PORCELL","OK","Purcell",35.01368,-97.36114
1531,"FALON","OR","Bandon",43.119,-124.40845
1532,"MAIRMESA","CA","Calimesa",34.0039,-117.06198
1533,"BROWNVILLE","TX","Brownsville",25.90175,-97.49748
1534,"ATHENAS","TN","Athens",35.44285,-84.59299
1535,"LINDSY","CA","Lindsay",36.20301,-119.08816
1536,"LA MIRADO","CA","La Mirada",33.91724,-118.01201
1537,"SANTA MORICA","CA","Santa Monica",34.01949,-118.49138
1538,"MONTREAL","TX",NA,NA,NA
1539,"SERENTO VALLEY","CA","Sorrento Valley",32.89991,-117.19451
1540,"DISTILLATION","CA",NA,NA,NA
1541,"CORONADO SPRING","CA",NA,NA,NA
1542,"SIX FLAG","CA",NA,NA,NA
1543,"EAGLE","AZ","Eagar",34.11124,-109.29238
1544,"HASTINGS","MT",NA,NA,NA
1545,"MAR MESA","CA","La Mesa",32.76783,-117.02308
1546,"VENICE BEACH","CA",NA,NA,NA
1547,"LA QUETA","CA","La Quinta",33.66336,-116.31001
1548,"CALIPATRI","CA","Calipatria",33.1256,-115.51415
1549,"YACUMA","WA","Tacoma",47.25288,-122.44429
1550,"KENNET","MO","Kennett",36.23618,-90.05565
