"pathway","group","location","estimate","probability","ci_lower","ci_upper","p_value","significant"
"Land Border - Truck - Conveyance - CBP NB","Land Border - Truck - Conveyance - CBP NB;baggage;swine products/by-products;personal use or consumption","ROOSVILLE, MT (3318)",2.50536215918621,0.00266768292682369,0.000159203001754985,0.0430011103753439,0.0155227502399652,TRUE
"Land Border - Truck - Conveyance - CBP NB","Land Border - Truck - Conveyance - CBP NB;baggage;swine products/by-products;personal use or consumption","SUMAS, WA (3009)",1.25030911334966,0.000761904761899777,4.02933975768848e-05,0.0142229836174138,0.263512520215532,FALSE
"Land Border - Truck - Conveyance - CBP NB","Land Border - Truck - Conveyance - CBP NB;baggage;swine products/by-products;personal use or consumption","SWEETGRASS, MT (3310)",4.18609248568121,0.0141590166484511,0.000890384508450118,0.187959991951473,3.14774690088358e-05,TRUE
"Land Border - Truck - Conveyance - CBP NB","Land Border - Truck - Conveyance - CBP NB;baggage;swine products/by-products;personal use or consumption","VAN BUREN, ME (0108)",-12.1368326091052,1.17022649320172e-09,0,1,0.985468188533188,FALSE
"Land Border - Truck - Conveyance - CBP NB","Land Border - Truck - Conveyance - CBP NB;baggage;swine products/by-products;personal use or consumption","Average",NA,0.00634689569837689,0.00590308905357599,0.00679070234317778,NA,NA
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","BROWNSVILLE, TX (2301)",-4.58652883312288,0.0100854100852577,0.00918080953880384,0.0110781458747925,0,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","CALEXICO-EAST (2507)",-0.00859101702267581,0.00999999999989149,0.00793255843707742,0.0125994300889337,0.937157535714228,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","CALEXICO, CA (2503)",0.0821923870717969,0.0109399215971131,0.00875985749614379,0.0136550637883855,0.428347880102311,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","COLUMBUS, NM (2406)",2.00286235168714,0.070197044333588,0.0529260702122128,0.0925531566639137,4.97033798008843e-43,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","DOUGLAS, AZ (2601)",0.449222490841639,0.0157148990981557,0.0129243355333851,0.0190963317300821,4.29102561869693e-07,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","EAGLE PASS, TX (2303)",0.302437772796128,0.0135986733000189,0.0113396752851151,0.0163002709819014,0.000168933342413723,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","EL PASO, TX (2402)",-0.164081252360276,0.00857229885549614,0.00707061111078846,0.0103895845039217,0.0575343819860363,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","HIDALGO, TX (2305)",0.538762271825236,0.0171616644461715,0.0146021995206456,0.0201605723828352,3.10621358235876e-15,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","LAREDO, TX (2304)",0.0627261566917896,0.0107312851578305,0.0086125035138149,0.013364286507733,0.540361486415256,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","LOS ANGELES INT AIRPORT (2720)",-5.9794989122671,2.57763404894696e-05,5.24606626148395e-107,1,0.960081724180779,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","LUKEVILLE, AZ (2602)",-5.9794989123061,2.57763404884642e-05,5.24606625056669e-107,1,0.960081724180866,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","NOGALES, AZ (2604)",0.843558277986867,0.0231357070874422,0.0198103769179188,0.027003842783662,1.02173927564198e-38,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","OTAY MESA (2506)",1.37909223321078,0.0388868274578989,0.0333252702017912,0.045333010342559,1.54195954624204e-97,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","PRESIDIO, TX (2403)",-5.97949891231931,2.57763404881239e-05,3.19553110089299e-77,1,0.943570590959798,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","PROGRESO, TX (2309)",-1.93566900150243,0.00146827477720303,0.000855211756904967,0.00251970692747368,1.06683230041724e-12,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","ROMA, TX (2310)",0.996680759603431,0.0268610897924804,0.0205805810508905,0.0349897303229164,2.19198253442174e-14,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","SAN LUIS, AZ (2608)",0.382694361889504,0.0147183217727999,0.0120702459962921,0.0179368076489895,2.31475290628533e-05,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","SAN YSIDRO (2504)",1.15525498386806,0.0313322471484562,0.026796309628453,0.0366071225905466,8.35236850858203e-68,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","SANTA TERESA NM (2408)",0.390447333743848,0.0148311770272532,0.0116585823854288,0.0188506482240031,0.000659552659484182,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","TECATE, CA (2505)",0.062886196463758,0.0107329842930457,0.00833184182377716,0.0138164677570987,0.603632119920612,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","YSLETA, TX (2401)",-0.585216991750694,0.00564263322875599,0.00418942492916751,0.00759607853038285,5.31066785313408e-05,TRUE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;baggage;swine products/by-products;personal use or consumption","Average",NA,0.0155080904123627,0.0150348296456802,0.0159929855515803,NA,NA
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","BROWNSVILLE, TX (2301)",-26.5660685233245,2.90070146608849e-12,0,1,0.987696157897585,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","CALEXICO-EAST (2507)",1.9439992367181e-10,2.90070146665239e-12,0,1,0.99999999999996,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","CALEXICO, CA (2503)",1.51267675398037e-12,2.90070146609288e-12,0,1,1,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","COLUMBUS, NM (2406)",-5.9908117541039e-10,2.90070146435074e-12,0,1,0.999999999999962,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","DOUGLAS, AZ (2601)",-5.74688987017046e-11,2.90070146592179e-12,0,1,0.999999999999988,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","EAGLE PASS, TX (2303)",-6.33423635561069e-11,2.90070146590475e-12,0,1,0.999999999999984,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","EL PASO, TX (2402)",-1.50170745089849e-10,2.90070146565289e-12,0,1,0.999999999999959,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","HIDALGO, TX (2305)",-2.5220596466671e-10,2.90070146535691e-12,0,1,0.999999999999929,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","LAREDO, TX (2304)",-2.30545868720706e-11,2.90070146602162e-12,0,1,0.999999999999995,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","LOS ANGELES INT AIRPORT (2720)",-1.94650038466418e-11,2.90070146603202e-12,0,1,1,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","LUKEVILLE, AZ (2602)",-5.11089740920625e-10,2.90070146460597e-12,0,1,0.999999999999999,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","NOGALES, AZ (2604)",-9.03469120157571e-10,2.90070146346779e-12,0,1,0.99999999999975,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","OTAY MESA (2506)",-8.17258713886911e-11,2.90070146585142e-12,0,1,0.999999999999981,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","PRESIDIO, TX (2403)",-1.55018110957073e-10,2.90070146563882e-12,0,1,1,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","PROGRESO, TX (2309)",-2.18321890211282e-10,2.9007014654552e-12,0,1,0.999999999999957,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","ROMA, TX (2310)",-1.18157421190528e-10,2.90070146574575e-12,0,1,0.999999999999987,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","SAN LUIS, AZ (2608)",-1.22141686163424e-10,2.90070146573419e-12,0,1,0.999999999999974,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","SAN YSIDRO (2504)",-1.17858459684525e-12,2.90070146608507e-12,0,1,1,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","SANTA TERESA NM (2408)",-7.73039932265279e-11,2.90070146586425e-12,0,1,0.999999999999987,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","TECATE, CA (2505)",17.6250465397163,0.000130890052347266,0,1,0.991836934213361,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","YSLETA, TX (2401)",-3.18120078574523e-10,2.90070146516571e-12,0,1,0.999999999999937,FALSE
"Land Border - Truck - Conveyance - CBP SB","Land Border - Truck - Conveyance - CBP SB;conveyance;fomite;plant based feed","Average",NA,3.91124600564002e-06,0,1.17337380169201e-05,NA,NA
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","BALTIMORE, MD (1303)",-25.566068523549,7.8849240832435e-12,0,1,0.99823827029054,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","BOSTON - LOGAN AIRPORT, MA (0417)",2.72198070340803e-11,7.88492408345813e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","BOSTON, MA (0401)",20.238192354764,0.00483091787441795,0,1,0.998605407966653,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","CHARLESTON, SC (1601)",2.04751842040302e-11,7.88492408340493e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","CHARLOTTE AMALIE, VI (5101)",1.96440902756703e-11,7.88492408339838e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","FREEPORT, TX (5311)",2.19088308350724e-11,7.88492408341625e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","FT LAUDERDALE INTL AIRPT (5210)",-4.59871652529366e-11,7.8849240828809e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","GALVESTON, TX (5310)",1.77376519518385e-11,7.88492408338336e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","Gulfport (1902)",2.02095508108671e-11,7.88492408340283e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","HONOLULU, HI (3201)",2.73934560578708e-11,7.8849240834595e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","HOUSTON, TX (5301)",3.57404185829703e-11,7.88492408352531e-12,0,1,0.999999999999998,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","LONG BEACH, CA (2709)",1.6664455680205e-11,7.8849240833749e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","LOS ANGELES INT AIRPORT (2720)",3.31649287797244e-11,7.884924083505e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","LOS ANGELES, CA (2704)",2.45238806997955e-11,7.88492408343687e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","MIAMI, FL (5201)",3.15398719266767e-11,7.88492408349219e-12,0,1,0.999999999999998,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","NEW ORLEANS, LA (2002)",19.5426209305931,0.00241545893721039,0,1,0.998653339000369,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","NEW YORK, NY (1001)",3.26989795433679e-11,7.88492408350133e-12,0,1,0.999999999999998,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","NEW YORK/NEWARK AREA (4601)",2.23842388106166e-11,7.88492408342000e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","NORFOLK-NEWPORT NEWS, VA (1401)",2.55194478200412e-11,7.88492408344471e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","OAKLAND, CA (2811)",3.0950166743443e-11,7.88492408348754e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","PHILADELPHIA, PA (1101)",3.05304933203647e-09,7.88492410731656e-12,0,1,0.999999999999822,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","PORT ARTHUR, TX (2101)",2.35665922967072e-11,7.88492408342931e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","PORT EVERGLADES, FL (5203)",-2.01078181850064e-10,7.88492408165802e-12,0,1,0.999999999999988,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","SAN FRANCISCO INTL AIRPORT (2801)",2.69064713069302e-11,7.88492408345564e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","SAN FRANCISCO, CA (2809)",3.1065398885163e-11,7.88492408348844e-12,0,1,0.999999999999998,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","SAN JUAN CMC (4900)",2.43877335227613e-11,7.8849240834358e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","SAN JUAN, PR (4909)",2.38613752929007e-11,7.88492408343163e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","SAVANNAH, GA (1703)",2.65906287103807e-11,7.88492408345317e-12,0,1,0.999999999999998,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","SEATTLE-TACOMA INTL ARPT (3029)",2.82299416194188e-11,7.88492408346609e-12,0,1,1,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","SEATTLE, WA (3001)",1.7768980915887e-11,7.88492408338362e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","TACOMA, WA (3002)",2.36198124690669e-11,7.88492408342972e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","WEST PALM BEACH, FL (5204)",19.649866460945,0.00268817204301982,0,1,0.99864594883324,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","WILMINGTON, DE (1103)",2.42892505194069e-11,7.88492408343502e-12,0,1,0.999999999999999,FALSE
"Maritime Port - Vessel - Cargo - CBP","Maritime Port - Vessel - Cargo - CBP;container;swine products/by-products;commercial","Average",NA,0.000304761904761905,7.61904761904762e-05,0.000685714285714286,NA,NA
"Maritime Port - Vessel - Mail - CBP","Maritime Port - Vessel - Mail - CBP;baggage;swine products/by-products;personal use or consumption","CHARLOTTE AMALIE, VI (5101)",-12.5660639860503,3.4883996690817e-06,1.31949791203662e-282,1,0.969133284998357,FALSE
"Maritime Port - Vessel - Mail - CBP","Maritime Port - Vessel - Mail - CBP;baggage;swine products/by-products;personal use or consumption","CHICAGO, IL (3901)",6.13577541001656,0.00160939127141981,0,1,0.984925496784226,FALSE
"Maritime Port - Vessel - Mail - CBP","Maritime Port - Vessel - Mail - CBP;baggage;swine products/by-products;personal use or consumption","JOHN F KENNEDY AIRPORT (4701)",5.02294198253467,0.000529460706461843,0,1,0.987659292300465,FALSE
"Maritime Port - Vessel - Mail - CBP","Maritime Port - Vessel - Mail - CBP;baggage;swine products/by-products;personal use or consumption","LOS ANGELES INT AIRPORT (2720)",5.18928770329746,0.000625223294033302,0,1,0.987250636975025,FALSE
"Maritime Port - Vessel - Mail - CBP","Maritime Port - Vessel - Mail - CBP;baggage;swine products/by-products;personal use or consumption","MIAMI INTERNATIONAL AIRPORT (5206)",6.57356549090507,0.00249119491455804,0,1,0.983850064966373,FALSE
"Maritime Port - Vessel - Mail - CBP","Maritime Port - Vessel - Mail - CBP;baggage;swine products/by-products;personal use or consumption","NEW YORK/NEWARK AREA (4601)",8.40902082962067,0.0154125113328506,0,1,0.979341613363714,FALSE
"Maritime Port - Vessel - Mail - CBP","Maritime Port - Vessel - Mail - CBP;baggage;swine products/by-products;personal use or consumption","SAN FRANCISCO INTL AIRPORT (2801)",9.81111092956603e-07,3.48840309157905e-06,0,1,0.999999998295478,FALSE
"Maritime Port - Vessel - Mail - CBP","Maritime Port - Vessel - Mail - CBP;baggage;swine products/by-products;personal use or consumption","SAN FRANCISCO, CA (2809)",8.21363782115968,0.0127118644068669,0,1,0.979821508423084,FALSE
"Maritime Port - Vessel - Mail - CBP","Maritime Port - Vessel - Mail - CBP;baggage;swine products/by-products;personal use or consumption","Average",NA,0.00475542390521176,0.00421103194299896,0.00528380433912417,NA,NA
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","AZ Douglas CBP",-7.86710550029454,0.000382995021073226,0.000182597410639675,0.000803148992856639,3.48291947962584e-96,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","AZ Nogales CBP Grand Ave.",1.92443111737732,0.00261812741558991,0.00089365493816891,0.00764482611033185,1.37346103214237e-06,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","AZ San Luis CBP",0.820306873566558,0.000869433734044611,0.000282489828690994,0.00267264144634913,0.0574519463451116,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","CA Calexico CBP",2.13638747929961,0.00323425227174159,0.00111227820359246,0.00936651053767287,5.66818321770659e-08,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","CA Calexico CBP East",-7.69896274857305,1.73677028157723e-07,3.66708716631251e-192,1,0.971692266187275,FALSE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","CA Otay Mesa CBP",1.81067108854603,0.00233726365734616,0.000798997935121507,0.00681686120857598,5.1869514335965e-06,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","CA San Ysidro CBP",2.18126072634196,0.003382187147746,0.00116705193095613,0.00976069669141941,2.46617699477499e-08,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","CA Tecate CBP",0.485507815778522,0.00062221796775222,0.000191174664084232,0.00202317198983194,0.300490616058463,FALSE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","TX Brownsville CBP GW",1.62280915818806,0.00193773414290951,0.000653712114864697,0.005729374220061,6.52602048711124e-05,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","TX El Paso CBP",-7.6989627485003,1.73677028170357e-07,0,1,0.986653412307065,FALSE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","TX El Paso CBP BOTA",-0.994102836889772,0.000141763538421302,3.03253888571165e-05,0.00066243747827256,0.149743627448357,FALSE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","TX El Paso CBP Del Norte",1.07317236170217,0.00111929857291725,0.000364858019129174,0.00342839444957139,0.0125035034083256,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","TX Hidalgo CBP",1.4248042158778,0.00159020434128681,0.000533732468568926,0.00472796791925614,0.000507689467654628,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","TX Laredo CBP Bridge I",2.16145809904977,0.00331608966713381,0.00113755690907824,0.00962651719945864,4.56653210817879e-08,TRUE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","TX Pharr CBP",-7.69896274855445,1.73677028160954e-07,0,1,0.995779259949862,FALSE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","TX Ysleta CBP",-0.565400882932255,0.000217627856370456,2.35778476498118e-05,0.00200554195166072,0.596929575277283,FALSE
"Pedestrian SB","Pedestrian SB;baggage;swine products/by-products;personal use or consumption","Average",NA,0.00186400315235827,0.00170638523873974,0.00201468106333566,NA,NA
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","AZ Douglas CBP",-26.5660685232845,2.9007014662047e-12,0,1,0.991953422431155,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","AZ Nogales CBP Grand Ave.",1.57860628741251e-10,2.90070146666261e-12,0,1,0.999999999999964,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","AZ San Luis CBP",17.7693514471753,0.000151205866796301,0,1,0.994617803479506,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","CA Calexico CBP",-2.79890677507221e-11,2.90070146612352e-12,0,1,0.999999999999993,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","CA Calexico CBP East",4.79059227925696e-10,2.90070146759431e-12,0,1,0.999999999999993,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","CA Otay Mesa CBP",3.51404741780592e-09,2.9007014763979e-12,0,1,0.999999999999168,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","CA San Ysidro CBP",17.3804307640447,0.000102490519636771,0,1,0.994735602792579,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","CA Tecate CBP",1.12246114117916e-10,2.90070146653029e-12,0,1,0.999999999999975,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","TX Brownsville CBP GW",5.59640025954481e-12,2.90070146622093e-12,0,1,0.999999999999999,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","TX El Paso CBP",1.60331030795287e-10,2.90070146666977e-12,0,1,0.999999999999999,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","TX El Paso CBP BOTA",16.6061533795502,4.72545128107197e-05,0,1,0.994970122448664,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","TX El Paso CBP Del Norte",9.14825623950140e-11,2.90070146647006e-12,0,1,0.99999999999998,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","TX Hidalgo CBP",3.54929194533249e-11,2.90070146630765e-12,0,1,0.999999999999992,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","TX Laredo CBP Bridge I",16.5396556239855,4.42145288974855e-05,0,1,0.994990263847815,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","TX Pharr CBP",-2.35203516604144e-14,2.90070146620463e-12,0,1,1,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","TX Ysleta CBP",-2.34773206477519e-14,2.90070146620463e-12,0,1,1,FALSE
"Pedestrian SB","Pedestrian SB;baggage;fomite;unspecified feed","Average",NA,3.08382874471038e-05,1.37059055320461e-05,5.13971457451729e-05,NA,NA
