ITEM_TYPE,ITEM,IS_ASF_RISK,IS_CSF_RISK,IS_FMD_RISK,product_pathway,product_subpathway
Plant,Breadnut,,,,,
Plant,Bean,,,,,
Plant,Broadleaf Plantain,,,,,
,Azalea,,,,,
Plant,Bromelia pinguin - PINGUIN,,,,,
Plant,Bromelia sp. - Bromelia,,,,,
Plant,Bromelia sp. - Bromelia sp.,,,,,
Plant,Bromeliaceae sp. ,,,,,
Miscellaneous,Bag/Bagging,,,,,
Plant,Broomcorn,,,,,
Plant,Brosimum alicastrum - BREADNUT,,,,,
Miscellaneous,Baggage,,,,,
Plant,Brunnera sp. - Brunnera sp.,,,,,
Plant,Brussels Sprout,,,,,
Plant,"Bryophyllium sp., PM",,,,,
,Bamboo Stake,,,,,
Plant,Beet,,,,,
,Banana Flower,,,,,
Plant,Buddleja sp. - Buddleja sp.,,,,,
Plant,Bitter Melon,,,,,
Plant,"Bulb, Plant/Flower",,,,,
Plant,Bulbinella sp. - Bulbinella sp.,,,,,
,Basket Ware,,,,,
,Battery,,,,,
Plant,Burlap,,,,,
Plant,Butterbur,,,,,
Miscellaneous,Boat,,,,,
Plant,Buxus microphylla - Buxus microphylla,,,,,
Plant,Buxus sp. - Buxus sp.,,,,,
,"Bean, Fava",,,,,
Plant,Byrsonima crassifolia - Nance,,,,,
,"Bean, French",,,,,
Plant,Bottle Gourd,,,,,
,"Bean, Fresh",,,,,
,"Bean, Green",,,,,
,"Bean, Guar",,,,,
Plant,Cactaceae - Cactaceae,,,,,
Plant,Cactus Fruit,,,,,
,"Bean, String",,,,,
Plant,Breadfruit,,,,,
Plant,Cactus Plant,,,,,
Plant,Cactus sp. ,,,,,
Plant,Cajanus cajan - PIGEON PEA,,,,,
Plant,Calamansi,,,,,
Plant,Calathea macrosepala - CHUFLE,,,,,
Plant,Calathea sp. - Calathea sp.,,,,,
Plant,Calendula,,,,,
Plant,Calibrachoa hybrida  (Solanaceae),,,,,
Plant,Calibrachoa sp. - Calibrachoa sp.,,,,,
Plant,Calla sp. - Calla sp.,,,,,
Plant,Callisia repens  (Commelinaceae),,,,,
Plant,Callisia sp. - Callisia sp.,,,,,
Plant,Callistephus sp. - Callistephus,,,,,
Plant,Calluna sp. - Calluna sp.,,,,,
Plant,Calluna vulgaris - Calluna vulgaris,,,,,
Plant,Calophyllum brasiliense - FALSE-MAMEY,,,,,
Plant,Calotropis,,,,,
Plant,Camellia,,,,,
Plant,Camellia sp. - Camellia,,,,,
Plant,Campanula portenschlagiana - Campanula portenschlagiana,,,,,
Plant,Canarium indicum - JAVA-ALMOND,,,,,
Plant,Canavalia ensiformis - JACK-BEAN,,,,,
Plant,Candytuft,,,,,
Plant,"Cane, Dracaena",,,,,
Plant,"Cane, Yucca",,,,,
Plant,Canistel,,,,,
Plant,Canna indica - Canna indica,,,,,
Plant,Canna sp. - Canna sp.,,,,,
Plant,Cannabis sativa - Cannabis sativus,,,,,
Plant,Cannonball Fruit,,,,,
Plant,Broccoli,,,,,
Plant,Capanemia sp. - Capanemia sp.,,,,,
Plant,Cape Gooseberry,,,,,
Plant,Caper,,,,,
Plant,Capsicum annuum - BELL PEPPER,,,,,
Plant,"Capsicum annuum - Bell Pepper, Black",,,,,
Plant,Capsicum annuum - Capsicum annum,,,,,
Plant,Capsicum annuum var. glabriusculum - Capsicum annuum var. glabriusculum,,,,,
Plant,Capsicum baccatum var. baccatum - CAYENNE PEPPER,,,,,
Plant,Capsicum chinense - BONNET PEPPER,,,,,
Plant,Capsicum frutescens - TABASCO PEPPER,,,,,
Plant,Capsicum pubescens - ROCOTO PEPPER,,,,,
Plant,Capsicum sp. - Capsicum sp.,,,,,
Plant,Capsicum sp. - Chili Pepper,,,,,
Plant,Capsicum sp. - Dried Peppers,,,,,
Plant,Capsicum sp. - Other Pepper,,,,,
Plant,Capsicum sp. - PEPPER,,,,,
Plant,Caragana sp. - Caragana sp.,,,,,
Plant,Carambola,,,,,
Plant,Cardoon,,,,,
Plant,Carex testacea - Carex testacea,,,,,
Plant,Carica papaya - PAPAYA,,,,,
Plant,Carissa macrocarpa - NATAL PLUM,,,,,
Plant,Carthamus,,,,,
Plant,Carya illinoinensis - PECAN,,,,,
Plant,Casimiroa edulis - WHITE SAPOTE,,,,,
Plant,Casimiroa sp. - Casimiroa sp.,,,,,
,Beer,,,,,
Plant,Burdock,,,,,
Plant,Cassia fistula - Cassia fistula,,,,,
Miscellaneous,Beeswax,,,,,
Plant,Castanea sativa - Castanea sativa,,,,,
Plant,Castanea sativa - EUROPEAN CHESTNUT,,,,,
Plant,Castanea sp. - Chestnut,,,,,
Plant,Cattleya sp. - Cattleya sp.,,,,,
,"Beet, Sugar",,,,,
Plant,Cabbage,,,,,
Plant,Caustis,,,,,
Plant,Cedrus sp. - Cedrus sp.,,,,,
,Begonia sp. PM,,,,,
,Bell Pepper,,,,,
Plant,Cacao Bean Pod,,,,,
Plant,Celosia sp. - Celosia,,,,,
Plant,Celosia sp. - Celosia sp.,,,,,
Plant,Celtis sp. - Celtis sp.,,,,,
Plant,Centaurea,,,,,
Plant,Centaurea cyanus - Centaurea cyanus,,,,,
,"Berzelia sp., CF",,,,,
Animal,Bird,,,,,
Miscellaneous,Bird Seed Mix,,,,,
Animal,Bird trophies,,,,,
Plant,Cercis canadensis - Cercis canadensis,,,,,
Plant,Cercis sp. - Cercis,,,,,
Plant,Cereus sp. - PITAHAYA,,,,,
Plant,Ceriman,,,,,
Plant,Cestrum,,,,,
Plant,Cestrum nocturnum - Cestrum nocturnum,,,,,
Plant,Cestrum sp. - Cestrum,,,,,
Animal,Birds Nest,,,,,
Plant,Chamaecyparis lawsoniana - Chamaecyparis lawsoniana,,,,,
Plant,Chamaecyparis sp. - Chamaecyparis,,,,,
Plant,Chamaecyparis sp. - Chamaecyparis sp.,,,,,
Plant,Chamaedorea,,,,,
Plant,Chamaedorea elegans - Chamaedorea elegans,,,,,
Plant,Chamaedorea sp. - Chamaedorea,,,,,
Plant,Chamaedorea sp. - Chamaedorea sp.,,,,,
Plant,Chamaedorea tepejilote - PACAYA,,,,,
Plant,Chamaemelum nobile - Chamaemelum nobile,,,,,
Plant,Chamaenerion  angustifolium  (Onagraceae),,,,,
Plant,Chamelaucium,,,,,
Plant,Chamelaucium sp. - Chamelaucium,,,,,
Plant,Chamomile,,,,,
Plant,Chaya/Tree Spinach,,,,,
,Blackberry,,,,,
Plant,Cactus Pad,,,,,
,Blueberry,,,,,
Plant,Calalu,,,,,
,Bok Choy,,,,,
,Bolt,,,,,
Plant,Chenopodium album - LAMBSQUARTER,,,,,
Plant,Cherimoya,,,,,
Plant,Cherry,,,,,
,"Bouquet mixed, CF",,,,,
,"Bouquets rose, CF",,,,,
Plant,Chickpea,,,,,
,Brake Part,,,,,
Plant,Cantaloupe,,,,,
,"Branch, Cut",,,,,
,"Brassica Oleracea, CF",,,,,
,"Brassica,  CF",,,,,
,Brassware,,,,,
Plant,Chinquapin,,,,,
,Brick,,,,,
Plant,Carrot,,,,,
Plant,Chlorophytum comosum - Chlorophytum comosum,,,,,
Plant,Chlorophytum sp. - Chlorophytum sp.,,,,,
Plant,Choisya sp. - Choisya,,,,,
Plant,Chrysanthemum,,,,,
Plant,Chrysanthemum Green,,,,,
,Broom,,,,,
Plant,Chrysanthemum morifolium  (Asteraceae),,,,,
Plant,Chrysanthemum sp. - Chrysanthemum,,,,,
Plant,Chrysanthemum sp. - Chrysanthemum sp.,,,,,
,"Brunia sp., CF",,,,,
,Brussel Sprout,,,,,
Plant,Chrysobalanus icaco - COCOPLUM,,,,,
Plant,Chrysophyllum albidum - AFRICAN STAR-APPLE,,,,,
Plant,Chrysophyllum cainito - STAR-APPLE,,,,,
Plant,Cicer arietinum - CHICKPEA,,,,,
Plant,Cicer arietinum - Chickpeas,,,,,
Plant,Cicer arietinum - Cicer arietinum,,,,,
Plant,Cassava,,,,,
Plant,"Cichorium endivia - Endive, Lvs",,,,,
Plant,Cichorium intybus - BELGIAN ENDIVE,,,,,
Plant,Cichorium intybus var. foliosum - RADICCHIO,,,,,
Plant,Cichorium sp. - CHICORY,,,,,
Plant,Cichorium sp. - Cichorium sp.,,,,,
Plant,Ciku,,,,,
Plant,Cauliflower,,,,,
Plant,Cinammon,,,,,
Plant,Cinnamomum aromaticum - Cinnamon,,,,,
Plant,Cinnamomum sp. - Cinnamomum sp.,,,,,
Plant,Cinnamomum tamala - Cinnamomum tamala,,,,,
Plant,Cinnamomum verum - Cinnamomum verum,,,,,
Plant,Citron,,,,,
Plant,Citronella,,,,,
Plant,Citrullus lanatus - Citrullus lanatus,,,,,
Plant,Citrullus lanatus - WATERMELON,,,,,
Plant,Citrullus lanatus (Thunb.) Matsum. & Nakai (Cucurbitaceae),,,,,
Plant,Citrullus sp. - Citrullus sp.,,,,,
Plant,Citrullus vulgaris - Citrullus vulgaris,,,,,
Animal,BSE Exempt human consumption boneless ruminant products,,,,,
Plant,Citrus alata - Citrus alata,,,,,
Plant,Citrus aurantiifolia - LIME,,,,,
Plant,Citrus aurantium - SOUR ORANGE,,,,,
Plant,Citrus clementina - Clementine,,,,,
Plant,Citrus hybr. - Citrus hybr.,,,,,
Plant,Citrus hystrix - Kaffir Lime,,,,,
Plant,"Citrus hystrix - Kaffir Lime, Lvs",,,,,
Plant,Citrus latifolia - PERSIAN LIME,,,,,
Plant,Citrus limetta - SWEET LIME,,,,,
Plant,Citrus limettioides - SWEET LIME,,,,,
Plant,Citrus limon - LEMON,,,,,
Plant,Citrus maxima - PUMMELO,,,,,
Plant,Citrus medica - CITRON,,,,,
Plant,Citrus medica - ETHROG,,,,,
Plant,Citrus paradisi - GRAPEFRUIT,,,,,
Plant,Citrus reticulata - Mandarin,,,,,
Plant,Citrus reticulata - TANGERINE,,,,,
Plant,Citrus sinensis - ORANGE,,,,,
Plant,Citrus sp.  (Rutaceae) - Citrus leaves,,,,,
Plant,Celeriac,,,,,
Plant,Citrus sp. - Citrus sp.,,,,,
Plant,Citrus sp. - Dried Citrus,,,,,
Plant,Citrus x microcarpa - CALAMANSI,,,,,
Plant,"Citrus, Calamondin",,,,,
Plant,"Citrus, Clementine",,,,,
Plant,"Citrus, Grapefruit",,,,,
Plant,"Citrus, Kumquat",,,,,
Plant,"Citrus, Leaves",,,,,
Plant,"Citrus, Lemon",,,,,
Plant,"Citrus, Lime",,,,,
Plant,"Citrus, Orange",,,,,
Plant,"Citrus, Peel",,,,,
Plant,"Citrus, Pomello",,,,,
Plant,"Citrus, Sour Lime",,,,,
Plant,"Citrus, Sweet Lime",,,,,
Plant,"Citrus, Tangerine",,,,,
Plant,Clausena lansium - WAMPI,,,,,
Plant,Clay,,,,,
Plant,Clematis sp. - Clematis,,,,,
Plant,Clematis sp. - Clematis sp.,,,,,
Plant,Clitoria sp. - Clitoria sp.,,,,,
Plant,Clusia rosea - Clusia rosea,,,,,
Plant,Clusia sp. - Clusia sp.,,,,,
Miscellaneous,Building Materials,,,,,
Plant,Coccinia grandis - IVY GOURD,,,,,
Plant,Coccoloba uvifera - Seagrape,,,,,
Plant,Coco De Mono,,,,,
,Bulb,,,,,
Plant,Celery,,,,,
Plant,"Coconut, Dried",,,,,
Plant,"Coconut, Plant",,,,,
Plant,"Coconut, Seed",,,,,
Plant,"Coconut, w/o Husk",,,,,
Plant,Cocoplum,,,,,
Plant,Chayote,,,,,
Plant,Cocos nucifera - Cocos nucifera,,,,,
Plant,Cocos sp. - Cocos,,,,,
Plant,"Coffea arabica - ""Coffee, Green Unroasted""",,,,,
Plant,Coffea arabica - Coffea arabica,,,,,
Plant,"Coffea arabica - Coffee, Unroasted",,,,,
Plant,Coffea sp. - Coffea sp.,,,,,
Plant,Coffea sp. - Coffee Roasted,,,,,
Plant,Coffee,,,,,
Plant,Coffee sp.  - coffee arabica,,,,,
Plant,"Coffee, Bean",,,,,
Plant,"Coffee, Leaves",,,,,
,"Bupleurum sp., CF",,,,,
Animal,Chicken,,,,,
Plant,Cola Pod,,,,,
Plant,Collard,,,,,
Plant,Colocasia esculenta - DASHEEN,,,,,
Plant,"Colocasia esculenta - Dasheen, Lvs",,,,,
Plant,Colocasia sp. - Colocasia,,,,,
Animal,Butter,,,,,
Plant,Conch Shell,,,,,
,Butternut,,,,,
Plant,Conifera,,,,,
,"Buxus sp., PM",,,,,
Plant,Chicory,,,,,
,"Cabbage, Chinese",,,,,
,Cable Reel,,,,,
Plant,Convallaria,,,,,
Plant,Convallaria sp. - Convallaria,,,,,
Plant,Chive,,,,,
Animal,Cage,,,,,
Plant,Coral,,,,,
Plant,"Corchorus capsularis - Jute, Lvs",,,,,
Plant,Cordifolium,,,,,
Plant,Cordyline,,,,,
Plant,Cordyline fruticosa - Cordyline fruticosa,,,,,
Plant,Cordyline sp. - Cordyline,,,,,
Plant,Cordyline sp. - Cordyline sp.,,,,,
,"Calathea sp., CF",,,,,
Plant,Cordyline terminalis - Cordyline terminalis,,,,,
,"Calibrachoa sp., PM",,,,,
Plant,Coriandrum sativum - CILANTRO,,,,,
Plant,Coriandrum sativum - Coriandrum sativum,,,,,
Plant,Coriandrum sativum L. (Apiaceae),,,,,
Plant,Coriandrum sp. - Coriandrum sp.,,,,,
,"Calotropis sp., CF",,,,,
,"Campanula sp., CF",,,,,
Plant,Cichorium endivia - Endive,,,,,
Plant,Corn Smut Gall,,,,,
,Capsicum,,,,,
,"Cargo, General",,,,,
Plant,Cornsalad,,,,,
Plant,Cornus sp. - Cornus,,,,,
Plant,Cornus sp. - Cornus sp.,,,,,
Plant,Cilantro,,,,,
Plant,Corozo,,,,,
Plant,"Corriander, Seed",,,,,
Plant,Cortaderia sp. - Cortaderia,,,,,
Plant,Cortaderia sp. - Cortaderia sp.,,,,,
Plant,Corylus americana - AMERICAN HAZELNUT,,,,,
Plant,Corylus avellana - EUROPEAN FILBERT,,,,,
Animal,Casings,,,,,
Plant,Cosmos bipinnatus - Cosmos bipinnatus,,,,,
Plant,Cosmos sp. - Cosmos sp.,,,,,
Plant,Cotinus sp. - Cotinus sp.,,,,,
,Cast Iron,,,,,
Plant,Cottongossypium,,,,,
Plant,Cottonia sp. - Cottonia sp.,,,,,
,Casting,,,,,
Plant,Citrus sp. - Citrus,,,,,
Plant,Craspedia sp. - Craspedia,,,,,
Plant,Clusterbean,,,,,
Plant,Crassula alstonii  (Crassulaceae),,,,,
Plant,Crassula coccinea - Crassula coccinea,,,,,
Plant,Crassula ovata - Crassula ovata,,,,,
Plant,Crassula sp. - Crassula,,,,,
Plant,Crassula sp. - Crassula sp.,,,,,
Plant,Crassulaceae - Crassulaceae,,,,,
Plant,Crataegus sp. - Hawthorn Apple,,,,,
Plant,Crescentia cujete - AYALE,,,,,
Plant,Crescentia sp. (Bignoniaceae),,,,,
Plant,Crocosmia,,,,,
Plant,Crocus,,,,,
Plant,Crocus sativus - Crocus sativus,,,,,
Plant,Crotalaria longirostrata - CHIPILIN,,,,,
Plant,Croton,,,,,
Plant,Cucuma,,,,,
,Ceramic Pot,,,,,
Plant,Coconut,,,,,
Plant,Cucumis anguria - BUR CUCUMBER,,,,,
Plant,Cucumis melo - Cucumis melo,,,,,
Plant,Cucumis melo - MELON,,,,,
Plant,Cucumis melo var. cantalupo - CANTALOUPE,,,,,
Plant,Cucumis melo var. inodorus - Honeydew Melon,,,,,
Plant,Cucumis sativus - CUCUMBER,,,,,
Plant,Cucumis sativus - Cucumis sativus,,,,,
Plant,Cucumis sativus - Gherkin,,,,,
Plant,Cucumis sativus L. (Cucurbitaceae),,,,,
Plant,Cucumis sp. - Cucumis sp.,,,,,
Plant,Cucumis sp. (Cucurbitaceae),,,,,
,Ceramic Tile,,,,,
Plant,Cucurbit,,,,,
,Ceramic Ware,,,,,
Plant,"Cucurbit, Seed",,,,,
Plant,Cucurbita digitata - Cucurbita digitata,,,,,
Plant,Cucurbita ficifolia - FIG-LEAF GOURD,,,,,
Plant,Cucurbita maxima - Cucurbita maxima,,,,,
Plant,Cucurbita maxima Duchesne (Cucurbitaceae),,,,,
Plant,Cucurbita moschata - CHINESE SQUASH,,,,,
Plant,Cucurbita pepo - Cucurbita pepo,,,,,
Plant,Cucurbita pepo L. (Cucurbitaceae),,,,,
Plant,Cucurbita pepo subsp. pepo - SQUASH,,,,,
Plant,Cucurbita sp. - Cucurbita,,,,,
Plant,Cucurbita sp. - Cucurbita sp.,,,,,
Plant,Cucurbita sp. - PUMPKIN,,,,,
Plant,"Cucurbita sp. - Pumpkin, Lvs",,,,,
Plant,Cucurbita sp. - SQUASH,,,,,
Plant,Cucurbita sp. - Squash Flower,,,,,
Plant,Cucurbita sp. - VEGETABLE MARROW,,,,,
Plant,Cucurbita sp. (Cucurbitaceae),,,,,
Plant,Cucurbitaceae,,,,,
Plant,Cucurbitaceae - Cucurbits,,,,,
,"Ceratopetalum sp., CF",,,,,
,Chamadorea,,,,,
Plant,Cuminum cyminum - Cumin,,,,,
Plant,Cuminum cyminum - Cumin Seed,,,,,
,"Chamelaucium sp., CF",,,,,
Plant,Cuminum sp. - Cuminum sp.,,,,,
Plant,Cupressus macrocarpa - Cupressus macrocarpa,,,,,
Plant,Cupressus sp. - Cupressus sp.,,,,,
Plant,Curcuma,,,,,
Plant,Curcuma caesia  (Zingiberaceae) - Black tumeric,,,,,
Plant,Curcuma longa - TURMERIC,,,,,
Plant,Curio sp. ,,,,,
Plant,Currant,,,,,
Plant,Currant Tomato,,,,,
Plant,Curry,,,,,
Plant,"Curry, Leaves",,,,,
Plant,Cutflower,,,,,
Plant,Cyamopsis tetragonoloba - CLUSTERBEAN,,,,,
Plant,Cyclamen,,,,,
Plant,Cyclamen persicum - Cyclamen persicum,,,,,
Animal,Cheese,,,,,
Plant,Cyclamen sp. - Cyclamen sp.,,,,,
Plant,Cydonia oblonga - QUINCE,,,,,
Plant,Cylindropuntia fulgida  (Cactaceae),,,,,
Plant,Cymbidium sp. - Cymbidium,,,,,
Plant,Cymbopogon citratus - Cymbopogon citratus,,,,,
Plant,Cymbopogon sp. - Cymbopogon sp.,,,,,
Plant,Cymbopogon sp. - LEMONGRASS,,,,,
Plant,Cynara scolymus - GLOBE ARTICHOKE,,,,,
Plant,Cynodon dactylon - Cynodon dactylon,,,,,
Plant,Cynodon dactylon (L.) Pers. (Poaceae),,,,,
Plant,Cynoglossum amabile  (Boraginaceae),,,,,
Plant,Cyperus,,,,,
Plant,Cyperus Corm,,,,,
Plant,Cyperus esculentus - CYPERUS CORM,,,,,
Animal,"Cheese, W/ Curd",,,,,
Animal,"Cheese, W/ Serum",,,,,
Plant,Cytisus scoparius - Cytisus scoparius,,,,,
Plant,Dacryodes edulis - Eben fruit,,,,,
Plant,Dahlia,,,,,
Plant,Dahlia coccinea - Dahlia coccinea,,,,,
Plant,Dahlia pinnata - Dahlia pinnata,,,,,
,Chemical Product,,,,,
Plant,Dahlia sp. - Dahlia,,,,,
Plant,Dahlia sp. - Dahlia sp.,,,,,
Miscellaneous,Chemicals,,,,,
Plant,Daisy,,,,,
Plant,Danae sp. - Danae,,,,,
,Cherry Tomato,,,,,
Plant,Dandelion,,,,,
,Chervil,,,,,
Plant,Cocos nucifera - Coconut,,,,,
,Chestnut,,,,,
Plant,"Dasheen, Leaves",,,,,
Plant,Cola acuminata - Kola Nut,,,,,
Plant,"Date, dried",,,,,
Plant,Daucus carota - Daucus carota,,,,,
Plant,Daucus carota subsp. sativus - CARROT,,,,,
Plant,Daucus carota subsp. sativus - Daucus carota subsp. sativus,,,,,
Plant,Daucus sp. - Daucus,,,,,
Plant,Decorativegreen,,,,,
Plant,Decorcutleaf,,,,,
Plant,Delonix regia - Delonix regia,,,,,
Plant,Delphinium sp. - Delphinium,,,,,
Plant,Dendranthema sp. - Dendranthema,,,,,
Plant,Dendranthema sp. - Dendranthema sp.,,,,,
Plant,Dendrobium sp. - Dendrobium,,,,,
Miscellaneous,Container,,,,,
Plant,Dendrobium tortile - Dendrobium tortile,,,,,
Plant,Desmodium subsericeum - Desmodium subsericeum,,,,,
Plant,Deutzia sp. - Deutzia sp.,,,,,
Animal,"Chicken, Feather",,,,,
Plant,Corn,,,,,
Plant,Dianthus caryophyllus - Dianthus caryophyllus,,,,,
Plant,Dianthus sp. - Dianthus,,,,,
Plant,Dianthus sp. - Dianthus sp.,,,,,
Plant,Dicentra sp. - Dicentra sp.,,,,,
Plant,Dieffenbachia,,,,,
Plant,Dieffenbachia amoena - Dieffenbachia amoena,,,,,
Plant,Dieffenbachia sp. - Dieffenbachia sp.,,,,,
Animal,"Chicken, Processed",,,,,
Plant,Digitalis,,,,,
Plant,Digitalis purpurea - Digitalis purpurea,,,,,
Plant,Digitalis sp. - Digitalis sp.,,,,,
Plant,Cotton,,,,,
Plant,Dimocarpus longan - Dragon Eye,,,,,
Plant,Dimocarpus longan - LONGAN,,,,,
Plant,Dioscorea sp. - YAM,,,,,
Plant,"Dioscorea sp. - Yam, Lvs",,,,,
Plant,Dioscorea trifida - Yampi,,,,,
Plant,Diospyros blancoi - PERSIMMON,,,,,
Plant,Diospyros digyna - BLACK SAPOTE,,,,,
Plant,Diospyros kaki - PERSIMMON,,,,,
Plant,Diospyros nigra - Diospyros nigra,,,,,
Plant,Diospyros sp. - Diospyros sp.,,,,,
Plant,Diospyros sp. - PERSIMMON,,,,,
Plant,Dipladenia sp. - Dipladenia sp.,,,,,
Plant,Dipterocarpus sp. - Dipterocarpus sp.,,,,,
Plant,Dodder,,,,,
,Chile Pepper,,,,,
Plant,Dracaena,,,,,
Plant,Dracaena angustifolia  (Asparagaceae),,,,,
Plant,Dracaena deremensis - Dracaena deremensis,,,,,
Plant,Dracaena draco - Dracaena draco,,,,,
Plant,Dracaena massangeana - Dracaena massangeana,,,,,
Plant,Dracaena sanderiana - Dracaena sanderiana,,,,,
Plant,Dracaena sp. - Dracaena,,,,,
Plant,Dracaena sp. - Dracaena sp.,,,,,
,Chinese Cabbage,,,,,
Plant,Dracaena trifasciata  (Asparagaceae),,,,,
,Chinese Kale,,,,,
Plant,Driedflower,,,,,
Plant,Drumstick (Fruit),,,,,
Plant,Dryandra,,,,,
,Chinese Okra,,,,,
,Chinese Squash,,,,,
Plant,Durio zibethinus - DURIAN,,,,,
Plant,Durio zibethinus - Durio zibethinus,,,,,
Plant,Dysphania ambrosioides - EPAZOTE,,,,,
Plant,Echeveria  laulensis  (Crassulaceae),,,,,
Plant,Echeveria acutifolia - Echeveria acutifolia,,,,,
Plant,Echeveria elegans - Echeveria elegans,,,,,
Plant,Echeveria sp. - Echeveria,,,,,
Plant,Echeveria sp. - Echeveria sp.,,,,,
Plant,Cucumber,,,,,
Plant,Echinacea purpurea - Echinacea purpurea,,,,,
Plant,Echinacea sp. - Echinacea sp.,,,,,
Plant,Echinocactus sp. - Echinocactus,,,,,
Plant,Echinocereus enneacanthus - STRAWBERRY CACTUS,,,,,
Plant,Echinocereus sp. - Echinocereus sp.,,,,,
Plant,Echinops ritro - Echinops ritro,,,,,
,Christmas Tree,,,,,
,Chrysanthemum Leaf,,,,,
,Chrysanthemum sp. PM,,,,,
,"Chrysanthemum sp., CF",,,,,
,Citrus,,,,,
Plant,Cumin Seed,,,,,
Plant,Elaeis oleifera - AMERICAN OIL PALM COCONUT,,,,,
,Citrus Plant Part,,,,,
,Clay Pot,,,,,
Plant,Eleocharis acicularis - Eleocharis acicularis,,,,,
Plant,Eleocharis dulcis - CHINESE WATER CHESTNUT,,,,,
Plant,Eleocharis parvula - Eleocharis parvula,,,,,
Plant,Emblic,,,,,
Miscellaneous,"Coffee, Unroasted",,,,,
Plant,Dandelion Green,,,,,
,Coir Fiber,,,,,
,Computer Part,,,,,
Plant,Epipremnum aureum - Epipremnum aureum,,,,,
Plant,Epipremnum aureum - pothos,,,,,
Plant,Epipremnum sp. - Epipremnum sp.,,,,,
Miscellaneous,Concrete,,,,,
,Consolidated,,,,,
Plant,Dasheen,,,,,
,"Container, Sea/Truck",,,,,
Plant,Equisetum sp.,,,,,
Plant,Equisetum sp. - Equisetum,,,,,
Plant,Equisetum sp. - Equisetum sp.,,,,,
Plant,Eremurus sp. - Eremurus,,,,,
,Cooking Equipment,,,,,
Plant,Erica,,,,,
Plant,Erica sp. - Erica,,,,,
Plant,Erica sp. - Erica sp.,,,,,
Plant,Eriobotrya japonica - LOQUAT,,,,,
Plant,Eruca vesicaria subsp. sativa - ARUGULA,,,,,
Plant,Eryngium,,,,,
Plant,Eryngium foetidum - Eryngium foetidum,,,,,
Plant,Eryngium foetidum - FALSE CORIANDER,,,,,
Plant,Eryngium sp. - Eryngium,,,,,
Plant,Eryngium sp. - ERYNGO,,,,,
,Copper Coil,,,,,
Plant,Eryngo,,,,,
Plant,Erythrina sp. - coral bean,,,,,
Plant,Erythroxylum sp. - Erythroxylum sp.,,,,,
Plant,Escallonia sp. - Escallonia sp.,,,,,
,Copper Tube,,,,,
,Cordyline sp.,,,,,
Plant,Date,,,,,
,"Cordyline sp., CF",,,,,
Plant,Eucalyptus sp. - Eucalyptus,,,,,
Plant,Eucalyptus sp. - Eucalyptus sp.,,,,,
Plant,"Eucalyptus, Leaves",,,,,
Plant,Eugenia sp. - Eugenia sp.,,,,,
Plant,Euonymus sp. - Euonymus sp.,,,,,
,Coriander,,,,,
Plant,Euphorbia,,,,,
Plant,Euphorbia hypericifolia - Euphorbia hypericifolia,,,,,
Plant,Euphorbia milii - Euphorbia millii,,,,,
Plant,Euphorbia pulcherrima - Euphorbia pulcherrima,,,,,
Plant,Euphorbia sp. - Euphorbia,,,,,
Plant,Euphorbia sp. - Euphorbia sp.,,,,,
,Cork,,,,,
Plant,Euphorbiaceae,,,,,
Plant,Eurcuma,,,,,
Plant,Eustoma sp. - Eustoma,,,,,
Plant,Dianthus,,,,,
Plant,Euterpe edulis - PALM HEART,,,,,
Plant,Eutrema japonica - WASABI,,,,,
Plant,Eutrema japonicum - Eutrema japonicum,,,,,
Plant,Exacum sp. - Exacum sp.,,,,,
Plant,Fabaceae,,,,,
Plant,"Fabaceae - Fabaceae, Unknown Species",,,,,
Plant,Fabiana sp. - Fabiana,,,,,
Plant,Fagraea sp. - Fagraea,,,,,
Plant,Fagus sp. - Fagus sp.,,,,,
Miscellaneous,Corn Seed,,,,,
Plant,False Kamani,,,,,
Plant,Falsesaffron,,,,,
,"Corn, Fresh",,,,,
Miscellaneous,"Corn, FV",,,,,
Plant,Fava Bean,,,,,
,"Cornus sp., CF",,,,,
,Cosmetic,,,,,
Plant,Fennel,,,,,
Plant,Fenugreek,,,,,
Miscellaneous,Cosmetics ,,,,,
Plant,Fernaldia pandurata - LOROCO,,,,,
Plant,Festuca arundinacea - Festuca arundinacea,,,,,
Plant,Festuca glauca,,,,,
Plant,Festuca rubra - Festuca rubra,,,,,
Plant,Ficus benjamina - Ficus benjamina,,,,,
Plant,Ficus carica - Ficus carica,,,,,
Plant,Ficus carica - FIG,,,,,
Plant,Ficus lyrata - Ficus lyrata,,,,,
Plant,Ficus microcarpa (artificially dwarfed) - Ficus microcarpa (artificially dwarfed),,,,,
Plant,Ficus religiosa - Ficus religiosa,,,,,
Plant,Ficus sp. - Ficus sp.,,,,,
Plant,Dill,,,,,
Plant,"Fig, Dried",,,,,
,Counter Top,,,,,
,Cranberry,,,,,
,"Craspedia sp., CF",,,,,
Animal,Cream,,,,,
Plant,Durian,,,,,
,"Cucumis sp., PM",,,,,
Miscellaneous,Cucurbit Seed,,,,,
Plant,Flour Product,,,,,
Plant,Eggplant,,,,,
Plant,Flower Bulb,,,,,
Plant,flower seeds  - Flower Seeds,,,,,
Plant,flower seeds subsp. unknown seeds  - unknown seeds,,,,,
,Cuminum Sp,,,,,
Plant,Endive,,,,,
Plant,"Flower, Lei",,,,,
Plant,"Flower, Seed",,,,,
